t,total,PE_grav,PE_contact,KE_slab,PEel_slab,KE_cube0,PEel_cube0,KE_cube1,PEel_cube1,KE_cube2,PEel_cube2
1.5615,-0.20093199422602226,-0.22528401142635152,0.0006069275639549286,4.968821682731055e-14,0.023742137949163782,4.8962378012215105e-15,1.175616523216856e-06,5.841401311349031e-15,1.0790604617028874e-06,6.357660386387717e-15,6.970101588382945e-07
1.562,-0.200931994226023,-0.22528401786140168,0.0006069277924828579,4.660229306516581e-14,0.02374214415454792,4.589962922534982e-15,1.1756169644946396e-06,5.474606624184776e-15,1.0790608824987408e-06,5.9577599072548706e-15,6.970104382756545e-07
1.5625,-0.20093199422602362,-0.22528402404421036,0.0006069280116592001,4.3026131913268665e-14,0.023742150117085,4.235583445530961e-15,1.175617389244345e-06,5.050551912350213e-15,1.0790612878374884e-06,5.495602869870034e-15,6.970107076280907e-07
1.563,-0.20093199422602415,-0.22528402993465008,0.0006069282200647836,3.905873544205304e-14,0.02374215579807376,3.842905104488764e-15,1.175617794707068e-06,4.580966559759264e-15,1.0790616750823248e-06,4.9839715279393124e-15,6.970109651361413e-07
1.5635000000000001,-0.2009319942260248,-0.22528403549490925,0.0006069284163649309,3.480817615503785e-14,0.023742161161043603,3.4226190179601128e-15,1.1756181782716838e-06,4.078632744318322e-15,1.079062041736616e-06,4.436790988065908e-15,6.970112091414407e-07
1.564,-0.20093199422602534,-0.22528404068973149,0.0006069285993189112,3.0388520979435335e-14,0.023742166171985393,2.9859990481829593e-15,1.175618537499094e-06,3.5570221978958105e-15,1.0790623854656176e-06,3.868732878076125e-15,6.970114380892384e-07
1.5645,-0.20093199422602592,-0.22528404548663533,0.0006069287677862903,2.5916641594434795e-14,0.02374217079956354,2.5445854525176056e-15,1.1756188701347636e-06,3.0299175942041977e-15,1.0790627041135382e-06,3.2948066783583164e-15,6.970116505382563e-07
1.565,-0.20093199422602653,-0.22528404985611356,0.00060692892073503,2.1509000147822e-14,0.023742175015308137,2.1098685030550003e-15,1.1756191741256884e-06,2.5110363206717416e-15,1.0790629957086624e-06,2.7299460568949828e-15,6.970118451719658e-07
1.5655000000000001,-0.20093199422602703,-0.22528405377181032,0.0006069290572471523,1.7278497537007067e-14,0.023742178793786043,1.6929773214019151e-15,1.1756194476295716e-06,2.0136580933208114e-15,1.079063258478069e-06,2.18860554743909e-15,6.970120208081017e-07
1.566,-0.20093199422602756,-0.22528405721067546,0.0006069291765238343,1.3331468370180438e-14,0.023742182112749918,1.3043835974840438e-15,1.1756196890266485e-06,1.5502725945493458e-15,1.0790634908608966e-06,1.684376262777727e-15,6.970121764023959e-07
