t,total,PE_grav,PE_contact,KE_slab,PEel_slab,KE_cube0,PEel_cube0
1.578,0.4221459907663164,0.4028419950937869,4.33062064976752e-05,1.872668549075783e-15,0.019257982728550827,1.510408088823979e-16,2.706737479041875e-06
1.5785,0.4221459907663165,0.4028419938731516,4.33062100430738e-05,2.216974825216715e-15,0.01925798394541848,1.7876124876847055e-16,2.7067377009340705e-06
1.579,0.4221459907663164,0.40284199256451086,4.330621383586975e-05,2.548210846170127e-15,0.01925798525002864,2.054215380858977e-16,2.706737938281291e-06
1.5795000000000001,0.42214599076631637,0.4028419911792381,4.330621784307783e-05,2.855420500389374e-15,0.019257986631043073,2.301396024966269e-16,2.706738189057722e-06
1.58,0.4221459907663163,0.4028419897292141,4.3306222030395604e-05,3.1286304945864918e-15,0.019257988076617345,2.5211308275490483e-16,2.7067384510905157e-06
1.5805,0.42214599076631626,0.402841988226727,4.330622636239751e-05,3.359150436129474e-15,0.01925798957450102,2.706434501454843e-16,2.706738722223158e-06
1.581,0.42214599076631626,0.4028419866843693,4.330623080287174e-05,3.5398261531293147e-15,0.019257991112140115,2.851555575986468e-16,2.706739000119427e-06
1.5815000000000001,0.4221459907663162,0.4028419851149337,4.330623531506531e-05,3.6652390363987606e-15,0.019257992676781008,2.952146023530355e-16,2.706739282475774e-06
1.582,0.42214599076631615,0.4028419835313082,4.33062398618832e-05,3.731846145007763e-15,0.019257994255575027,3.0053611630277135e-16,2.7067395670376624e-06
1.5825,0.42214599076631615,0.40284198194637144,4.330624440657242e-05,3.738057450646391e-15,0.01925799583568266,3.009943345181786e-16,2.7067398514361933e-06
1.583,0.42214599076631604,0.4028419803728893,4.330624891244636e-05,3.684249720657536e-15,0.01925799740437687,2.96619975341707e-16,2.7067401334004912e-06
1.5835000000000001,0.422145990766316,0.4028419788234134,4.3306253343635216e-05,3.572716543662567e-15,0.01925799894914437,2.8759955857717853e-16,2.7067404107413665e-06
1.584,0.4221459907663159,0.4028419773101815,4.330625766526473e-05,3.407558646181409e-15,0.01925800045778428,2.7426437800054244e-16,2.7067406811879434e-06
1.5845,0.42214599076631587,0.4028419758450229,4.330626184353785e-05,3.194518230414588e-15,0.01925800191850333,2.570779231667925e-16,2.7067409426817285e-06
1.585,0.42214599076631587,0.4028419744392664,4.330626584628612e-05,2.9407640180010026e-15,0.01925800332000682,2.3661853510284735e-16,2.7067411931478916e-06
1.5855000000000001,0.42214599076631587,0.40284197310365455,4.330626964293392e-05,2.6546348729537266e-15,0.019258004651584733,2.1355848931449668e-16,2.7067414307566605e-06
1.586,0.4221459907663158,0.4028419718482623,4.3306273204952824e-05,2.345350883122406e-15,0.019258005903192352,1.8864029830619027e-16,2.7067416536619267e-06
1.5865,0.4221459907663158,0.4028419706824228,4.330627650595356e-05,2.022701664922146e-15,0.019258007065524656,1.6265310752439816e-16,2.706741860229963e-06
1.587,0.4221459907663157,0.40284196961465896,4.330627952175743e-05,1.6967226755796509e-15,0.01925800813008417,1.3640442849546602e-16,2.7067420489740806e-06
1.5875000000000001,0.42214599076631565,0.4028419686526232,4.330628223094769e-05,1.377369390311619e-15,0.01925800908924154,1.1069637802887897e-16,2.706742218521948e-06
1.588,0.42214599076631565,0.4028419678030436,4.330628461459388e-05,1.0742008355228403e-15,0.01925800993628866,8.629776569518605e-17,2.706742367680945e-06
1.5885,0.42214599076631565,0.4028419670716789,4.330628665660411e-05,7.960812706167044e-16,0.01925801066548378,6.39221111208555e-17,2.7067424954708363e-06
1.589,0.42214599076631554,0.40284196646328163,4.330628834380668e-05,5.509101700399297e-16,0.019258011272088447,4.420481957150347e-17,2.7067426010420837e-06
1.5895000000000001,0.4221459907663156,0.4028419659815693,4.330628966607266e-05,3.4538804286256036e-16,0.01925801175239605,2.76846472817624e-17,2.7067426838065446e-06
1.59,0.42214599076631554,0.40284196562920405,4.330629061626995e-05,1.8482503816707806e-16,0.019258012103751738,1.478800993573326e-17,2.706742743274101e-06
1.5905,0.42214599076631554,0.4028419654077822,4.330629119032451e-05,7.299763809599354e-17,0.019258012324563728,5.817935991087189e-18,2.7067427791670198e-06
1.591,0.4221459907663155,0.40284196531783084,4.330629138721528e-05,1.2057130557003266e-17,0.01925801241430592,9.465169020081018e-19,2.7067427914852997e-06
1.5915000000000001,0.42214599076631537,0.4028419653588142,4.330629120893842e-05,2.491797313561374e-18,0.019258012373511914,2.118749883782304e-19,2.706742780343301e-06
1.592,0.42214599076631537,0.40284196552914814,4.330629066065027e-05,4.314296440519182e-17,0.019258012203760565,3.5195674924299265e-18,2.7067427460187577e-06
1.5925,0.42214599076631537,0.4028419658262227,4.330628975017217e-05,1.3127338847059963e-16,0.019258011907653298,1.0648127592247686e-17,2.706742689034461e-06
1.593,0.4221459907663154,0.40284196624643337,4.3306288488347755e-05,2.626848368786945e-16,0.019258011488783342,2.1258566893551782e-17,2.70674261006024e-06
1.5935000000000001,0.4221459907663153,0.402841966785219,4.3306286888593755e-05,4.318801170823214e-16,0.01925801095169731,3.490747906291278e-17,2.706742509945631e-06
1.594,0.42214599076631537,0.40284196743710843,4.330628496704293e-05,6.32263571419683e-16,0.01925801030184948,5.1062966003495925e-17,2.7067423897035445e-06
1.5945,0.42214599076631526,0.40284196819577234,4.330628274235514e-05,8.56372781847994e-16,0.019258009545549213,6.9123385991705e-17,2.7067422504449134e-06
1.595,0.42214599076631526,0.4028419690540832,4.3306280235273214e-05,1.0961335717758226e-15,0.019258008689902007,8.843831525390846e-17,2.706742093542068e-06
1.5955000000000001,0.42214599076631515,0.40284197000417993,4.330627746869441e-05,1.3431297547257944e-15,0.019258007742744707,1.0833012256719622e-16,2.706741920400012e-06
1.596,0.42214599076631515,0.40284197103753816,4.330627446731307e-05,1.5888787475949427e-15,0.019258006712575385,1.281155431332437e-16,2.7067417326034598e-06
1.5965,0.4221459907663151,0.40284197214504514,4.330627125759505e-05,1.8251038218212922e-15,0.0192580056084787,1.471283597433632e-16,2.7067415317207863e-06
1.597,0.4221459907663152,0.40284197331707894,4.3306267867389736e-05,2.0439948518185636e-15,0.0192580044400471,1.6474016470979384e-16,2.7067413195327527e-06
1.5975000000000001,0.42214599076631504,0.4028419745435903,4.330626432564927e-05,2.2384489678548747e-15,0.019258003217298824,1.8037916305091066e-16,2.7067410979018052e-06
1.598,0.4221459907663151,0.4028419758141882,4.3306260662397884e-05,2.402284018569791e-15,0.019258001950593216,1.9354855363710348e-16,2.7067408686740517e-06
1.5985,0.42214599076631504,0.4028419771182262,4.33062569083082e-05,2.5304187412234562e-15,0.019258000650544064,2.0384009715241848e-16,2.7067406337119394e-06
1.599,0.42214599076631504,0.40284197844489106,4.330625309427234e-05,2.619014094161273e-15,0.019257999327931808,2.1094592099910728e-16,2.7067403950249476e-06
1.5995000000000001,0.422145990766315,0.4028419797832908,4.3306249251636815e-05,2.665572412679371e-15,0.019257997993615123,2.1466541412776836e-16,2.7067401545408704e-06
1.6,0.422145990766315,0.40284198112254344,4.3306245411605156e-05,2.6689914316551475e-15,0.019257996658442838,2.1491049290493964e-16,2.706739914236514e-06
1.6005,0.42214599076631487,0.4028419824518643,4.3306241604998e-05,2.6295728856247097e-15,0.019257995333166723,2.1170703236546964e-16,2.7067396760069963e-06
1.601,0.42214599076631487,0.4028419837606523,4.330623786212547e-05,2.548986174973185e-15,0.01925799402835591,2.0519018548125522e-16,2.7067394417964482e-06
1.6015,0.42214599076631487,0.4028419850385727,4.330623421253186e-05,2.430188812933704e-15,0.019257992754313568,1.9559870536797203e-16,2.7067392134183014e-06
1.602,0.4221459907663148,0.40284198627563833,4.330623068480169e-05,2.2773072396678115e-15,0.019257991520996574,1.8326540052001616e-16,2.706738992604301e-06
1.6025,0.42214599076631476,0.4028419874622866,4.330622730597765e-05,2.095482493625686e-15,0.019257990337938746,1.686057283529688e-16,2.7067387811678796e-06
