variant,N,m,k,w_r,w_m,L,rho,dE_mass,dE_impl,y,y_theory,w_eff,dE_mass_form,dE_impl_form,sign_agree
ii_uniform,8,10.0,2369878.1590350713,1.0,1.1,0.023698781590350715,0.02154434690031883,-0.44475256959076415,-0.46147460193197115,-0.9784556530996812,-0.9784556530996812,1.083483246763184,-0.44475256959076415,-0.4614746019319711,True
ii_uniform,8,10.0,3478505.4261852163,1.0,1.1,0.03478505426185216,0.03162277660168378,-0.4401714651810528,-0.4635889088796801,-0.9683772233983163,-0.9683772233983162,1.0785417649622202,-0.44017146518105277,-0.46358890887968,True
ii_uniform,8,10.0,5105747.716974054,1.0,1.1,0.05105747716974055,0.046415888336127774,-0.4334473234835783,-0.466035132573131,-0.9535841116638722,-0.9535841116638722,1.072880487012509,-0.4334473234835783,-0.466035132573131,True
ii_uniform,8,10.0,7494212.759637572,1.0,1.1,0.07494212759637572,0.0681292069057961,-0.42357763322463815,-0.4687443474595093,-0.931870793094204,-0.9318707930942038,1.0666795294916929,-0.4235776332246381,-0.4687443474595093,True
ii_uniform,8,10.0,10999999.999999998,1.0,1.1,0.10999999999999999,0.09999999999999998,-0.40909090909090906,-0.4716214794542993,-0.9,-0.9,1.0601722393529167,-0.4090909090909091,-0.47162147945429916,True
ii_uniform,8,10.0,16145791.943842757,1.0,1.1,0.1614579194384276,0.1467799267622069,-0.38782730601717863,-0.4745612908500816,-0.853220073237793,-0.853220073237793,1.0536046863501025,-0.3878273060171787,-0.47456129085008164,True
ii_uniform,8,10.0,23698781.590350714,1.0,1.1,0.23698781590350712,0.21544346900318828,-0.35661660499855075,-0.4774645028965253,-0.7845565309968117,-0.7845565309968117,1.0471982670266873,-0.3566166049985508,-0.4774645028965253,True
ii_uniform,8,10.0,34785054.26185217,1.0,1.1,0.3478505426185217,0.3162277660168379,-0.3108055609014373,-0.4802507077455844,-0.6837722339831621,-0.6837722339831621,1.041122880062215,-0.3108055609014373,-0.4802507077455845,True
ii_uniform,8,10.0,51057477.16974054,1.0,1.1,0.5105747716974055,0.4641588833612777,-0.2435641439266919,-0.48286715721871437,-0.5358411166387222,-0.5358411166387222,1.0354814828988779,-0.2435641439266919,-0.4828671572187144,True
ii_uniform,8,10.0,74942127.59637572,1.0,1.1,0.7494212759637572,0.681292069057961,-0.14486724133729034,-0.48529209179953087,-0.31870793094203875,-0.318707930942039,1.0303073312938815,-0.14486724133729048,-0.4852920917995309,True
ii_uniform,8,10.0,109999999.99999999,1.0,1.1,1.0999999999999999,0.9999999999999998,0.0,-0.4875293870003587,0.0,-2.220446049250313e-16,1.0255792026740578,0.0,-0.48752938700035875,band
ii_uniform,8,10.0,161457919.43842757,1.0,1.1,1.6145791943842758,1.4677992676220688,0.21263603073730408,-0.48959349406398267,0.467799267622069,0.4677992676220688,1.021255400780831,0.21263603073730397,-0.48959349406398267,True
ii_uniform,8,10.0,236987815.903507,1.0,1.1,2.3698781590350704,2.154434690031882,0.5247430409235827,-0.4914909082554469,1.154434690031882,1.154434690031882,1.0173128161714247,0.5247430409235827,-0.4914909082554469,True
ii_uniform,8,10.0,347850542.6185217,1.0,1.1,3.4785054261852166,3.1622776601683786,0.9828534818947179,-0.4932094911217838,2.1622776601683795,2.1622776601683786,1.0137680012255472,0.9828534818947174,-0.49320949112178375,True
ii_uniform,8,10.0,510574771.69740546,1.0,1.1,5.105747716974055,4.6415888336127775,1.6552676516421716,-0.4947228334390468,3.641588833612778,3.6415888336127775,1.0106669152993588,1.6552676516421716,-0.4947228334390469,True
ii_uniform,8,10.0,749421275.9637567,1.0,1.1,7.494212759637568,6.812920690579607,2.642236677536185,-0.4960056760346386,5.812920690579608,5.812920690579607,1.0080529803555767,2.6422366775361845,-0.4960056760346385,True
ii_uniform,8,10.0,1099999999.9999998,1.0,1.1,11.0,10.0,4.090909090909091,-0.4970486657918601,9.0,9.0,1.0059377167896388,4.09090909090909,-0.49704866579186,True
ii_uniform,8,10.0,1614579194.3842757,1.0,1.1,16.145791943842756,14.677992676220686,6.2172693982821325,-0.49786354000794597,13.677992676220693,13.677992676220686,1.0042912561783897,6.217269398282131,-0.49786354000794597,True
ii_uniform,8,10.0,2369878159.03507,1.0,1.1,23.698781590350702,21.544346900318818,9.338339500144919,-0.49847862945947685,20.54434690031882,20.544346900318818,1.0030520276108383,9.338339500144917,-0.49847862945947685,True
ii_uniform,8,10.0,3478505426.1852164,1.0,1.1,34.78505426185217,31.622776601683785,13.91944390985627,-0.49893019085230794,30.622776601683796,30.622776601683785,1.0021442060779375,13.919443909856264,-0.49893019085230794,True
ii_uniform,8,10.0,5105747716.974054,1.0,1.1,51.05747716974055,46.41588833612777,20.643585607330806,-0.4992547075506607,45.41588833612778,45.41588833612777,1.0014928100588087,20.643585607330802,-0.49925470755066076,True
ii_uniform,8,10.0,7494212759.6375675,1.0,1.1,74.94212759637568,68.12920690579607,30.51327586627095,-0.4994842723456795,67.1292069057961,67.12920690579607,1.001032520307193,30.513275866270934,-0.4994842723456795,True
ii_uniform,8,10.0,10999999999.999998,1.0,1.1,109.99999999999999,99.99999999999999,45.0,-0.4996448293923405,99.00000000000001,98.99999999999999,1.0007108461586431,44.999999999999986,-0.4996448293923405,True
iii_wide,8,0.01,204.0,1.0,51.0,0.51,0.01,-0.009705882352941175,-0.00989910525897103,-0.9899999999999999,-0.99,50.509615457101724,-0.009705882352941177,-0.009899105258971029,True
iii_wide,8,0.01,299.4310505949023,1.0,51.0,0.7485776264872557,0.0146779926762207,-0.009660019679644916,-0.00994182260027937,-0.9853220073237814,-0.9853220073237793,50.292589206525065,-0.009660019679644895,-0.009941822600279426,True
iii_wide,8,0.01,439.5046767665042,1.0,51.0,1.0987616919162604,0.021544346900318832,-0.009592702481369453,-0.010002659413959003,-0.9784556530996842,-0.9784556530996812,49.986706465505826,-0.009592702481369423,-0.010002659413959059,True
iii_wide,8,0.01,645.1046426743494,1.0,51.0,1.6127616066858732,0.03162277660168379,-0.009493894347042342,-0.010088346562390937,-0.9683772233983189,-0.9683772233983162,49.562135569765395,-0.009493894347042316,-0.01008834656239101,True
iii_wide,8,0.01,946.8841220570066,1.0,51.0,2.3672103051425166,0.046415888336127774,-0.009348863839841903,-0.010207400232970287,-0.9535841116638741,-0.9535841116638722,48.9840692623163,-0.009348863839841884,-0.010207400232970287,True
iii_wide,8,0.01,1389.8358208782408,1.0,51.0,3.474589552195602,0.06812920690579612,-0.009135988167590259,-0.010370242839176702,-0.9318707930942064,-0.9318707930942038,48.214878644027536,-0.009135988167590234,-0.010370242839176697,True
iii_wide,8,0.01,2040.0000000000002,1.0,51.0,5.1000000000000005,0.1,-0.00882352941176473,-0.010589342169832205,-0.9000000000000025,-0.9,47.21728620918887,-0.008823529411764706,-0.010589342169832197,True
iii_wide,8,0.01,2994.3105059490213,1.0,51.0,7.485776264872553,0.1467799267622069,-0.008364902678801911,-0.010879573782294927,-0.8532200732377949,-0.853220073237793,45.95768271857193,-0.008364902678801892,-0.010879573782294845,True
iii_wide,8,0.01,4395.046767665042,1.0,51.0,10.987616919162607,0.21544346900318836,-0.007691730696047172,-0.011258975070602029,-0.7845565309968116,-0.7845565309968117,44.409015639934644,-0.007691730696047173,-0.011258975070602036,True
iii_wide,8,0.01,6451.0464267434945,1.0,51.0,16.127616066858735,0.31622776601683794,-0.00670364935277612,-0.011749784403181252,-0.6837722339831642,-0.683772233983162,42.55397229796194,-0.006703649352776098,-0.011749784403181245,True
iii_wide,8,0.01,9468.841220570066,1.0,51.0,23.67210305142516,0.46415888336127764,-0.005253344280771788,-0.012379369998232304,-0.5358411166387224,-0.5358411166387224,40.38977751463895,-0.005253344280771789,-0.012379369998232324,True
iii_wide,8,0.01,13898.358208782407,1.0,51.0,34.745895521956015,0.6812920690579611,-0.0031245875582552873,-0.013180756177600228,-0.3187079309420393,-0.31870793094203886,37.9340906745331,-0.0031245875582552834,-0.013180756177600245,True
iii_wide,8,0.01,20400.0,1.0,51.0,51.0,1.0,0.0,-0.01419309589191925,0.0,0.0,35.22839582058126,0.0,-0.014193095891919331,band
iii_wide,8,0.01,29943.105059490208,1.0,51.0,74.85776264872553,1.467799267622069,0.00458626732962808,-0.015463543886773512,0.46779926762206414,0.467799267622069,32.33411458984299,0.004586267329628128,-0.01546354388677349,True
iii_wide,8,0.01,43950.4676766504,1.0,51.0,109.87616919162599,2.154434690031882,0.011317987157175247,-0.017053453535785745,1.1544346900318752,1.154434690031882,29.319574416453264,0.011317987157175316,-0.017053453535785808,True
iii_wide,8,0.01,64510.464267434945,1.0,51.0,161.27616066858735,3.1622776601683795,0.021198800589886102,-0.019052716041297657,2.1622776601683826,2.1622776601683795,26.242977584730014,0.021198800589886074,-0.019052716041297643,True
iii_wide,8,0.01,94688.41220570066,1.0,51.0,236.72103051425168,4.641588833612778,0.0357018513099292,-0.021604434817457274,3.6415888336127784,3.6415888336127784,23.14339644728771,0.03570185130992919,-0.02160443481745729,True
iii_wide,8,0.01,138983.582087824,1.0,51.0,347.45895521956004,6.812920690579609,0.056989418535094205,-0.02493794852074599,5.812920690579609,5.812920690579609,20.049764702338937,0.056989418535094205,-0.024937948520746066,True
iii_wide,8,0.01,204000.0,1.0,51.0,510.0,10.0,0.08823529411764708,-0.029405110359419673,9.000000000000002,9.0,17.0038470826493,0.08823529411764706,-0.029405110359419735,True
iii_wide,8,0.01,299431.0505949021,1.0,51.0,748.5776264872552,14.67799267622069,0.13409796741392832,-0.035515083177467544,13.677992676220688,13.67799267622069,14.078525383187715,0.13409796741392835,-0.03551508317746756,True
iii_wide,8,0.01,439504.67676650395,1.0,51.0,1098.76169191626,21.54434690031882,0.2014151656894002,-0.04396307533749427,20.54434690031882,20.54434690031882,11.373180701341202,0.2014151656894002,-0.04396307533749434,True
iii_wide,8,0.01,645104.6426743494,1.0,51.0,1612.7616066858734,31.622776601683793,0.30022330001650777,-0.05564244728810863,30.622776601683793,30.622776601683793,8.985945521250546,0.30022330001650777,-0.05564244728810871,True
iii_wide,8,0.01,946884.1220570066,1.0,51.0,2367.210305142516,46.415888336127765,0.44525380721693897,-0.07161561500737001,45.41588833612777,45.415888336127765,6.981717603745284,0.44525380721693886,-0.07161561500736999,True
iii_wide,8,0.01,1389835.82087824,1.0,51.0,3474.5895521956004,68.12920690579608,0.658129479468589,-0.09300222020419185,67.12920690579608,67.12920690579608,5.376215738744937,0.6581294794685891,-0.0930022202041921,True
iii_wide,8,0.01,2040000.0,1.0,51.0,5100.0,100.0,0.9705882352941175,-0.1207381845866421,98.99999999999999,99.0,4.141191966003078,0.9705882352941176,-0.12073818458664237,True
iii_wide,8,1.0,60000.00000000001,1.0,1.5,0.015000000000000001,0.01,-0.32999999999999996,-0.33635385495199843,-0.9899999999999999,-0.99,1.4865297145809606,-0.33,-0.3363538549519984,True
iii_wide,8,1.0,88067.9560573242,1.0,1.5,0.02201698901433105,0.0146779926762207,-0.3284406691079264,-0.33759437621617056,-0.9853220073237792,-0.9853220073237793,1.4810673258367222,-0.3284406691079264,-0.33759437621617056,True
iii_wide,8,1.0,129266.081401913,1.0,1.5,0.03231652035047825,0.021544346900318836,-0.3261518843665604,-0.33926699099275287,-0.9784556530996812,-0.9784556530996812,1.4737655394558575,-0.3261518843665604,-0.3392669909927529,True
iii_wide,8,1.0,189736.65961010277,1.0,1.5,0.04743416490252569,0.03162277660168379,-0.32279240779943874,-0.3414721429647023,-0.9683772233983162,-0.9683772233983162,1.4642482858453394,-0.32279240779943874,-0.34147214296470224,True
iii_wide,8,1.0,278495.3300167667,1.0,1.5,0.06962383250419167,0.04641588833612778,-0.31786137055462405,-0.34431225509263347,-0.9535841116638721,-0.9535841116638722,1.452170210628955,-0.3178613705546241,-0.34431225509263347,True
iii_wide,8,1.0,408775.24143477675,1.0,1.5,0.10219381035869418,0.06812920690579612,-0.3106235976980679,-0.34788749431773164,-0.9318707930942037,-0.9318707930942038,1.4372462596868785,-0.31062359769806797,-0.34788749431773164,True
iii_wide,8,1.0,600000.0000000001,1.0,1.5,0.15000000000000002,0.10000000000000002,-0.3,-0.3522908464866734,-0.8999999999999999,-0.9,1.4192818376815652,-0.30000000000000004,-0.3522908464866734,True
iii_wide,8,1.0,880679.5605732416,1.0,1.5,0.22016989014331037,0.1467799267622069,-0.28440669107926436,-0.35759822557416787,-0.853220073237793,-0.853220073237793,1.3982172288388417,-0.28440669107926436,-0.35759822557416787,True
iii_wide,8,1.0,1292660.81401913,1.0,1.5,0.3231652035047825,0.21544346900318834,-0.26151884366560385,-0.36385166091620613,-0.7845565309968116,-0.7845565309968117,1.3741863888733172,-0.2615188436656039,-0.36385166091620613,True
iii_wide,8,1.0,1897366.596101028,1.0,1.5,0.47434164902525694,0.31622776601683794,-0.2279240779943873,-0.3710411670021636,-0.6837722339831619,-0.683772233983162,1.3475593666324481,-0.22792407799438733,-0.3710411670021636,True
iii_wide,8,1.0,2784953.3001676667,1.0,1.5,0.6962383250419166,0.46415888336127775,-0.17861370554624073,-0.37909801453569153,-0.5358411166387222,-0.5358411166387222,1.3189201231042738,-0.17861370554624076,-0.3790980145356915,True
iii_wide,8,1.0,4087752.4143477674,1.0,1.5,1.0219381035869417,0.6812920690579611,-0.1062359769806796,-0.38791201297767597,-0.3187079309420388,-0.31870793094203886,1.2889520903514133,-0.10623597698067962,-0.3879120129776759,True
iii_wide,8,1.0,6000000.000000001,1.0,1.5,1.5000000000000002,1.0000000000000002,0.0,-0.39737174317052465,0.0,2.220446049250313e-16,1.2582676262047006,0.0,-0.3973717431705247,band
iii_wide,8,1.0,8806795.605732415,1.0,1.5,2.2016989014331037,1.467799267622069,0.15593308920735627,-0.40740077911771166,0.4677992676220688,0.467799267622069,1.2272926946355527,0.15593308920735638,-0.40740077911771166,True
iii_wide,8,1.0,12926608.140191294,1.0,1.5,3.2316520350478233,2.154434690031882,0.3848115633439608,-0.41794820483904105,1.1544346900318825,1.154434690031882,1.1963204871104984,0.3848115633439606,-0.41794820483904105,True
iii_wide,8,1.0,18973665.961010277,1.0,1.5,4.743416490252569,3.1622776601683795,0.7207592200561266,-0.4289173079428573,2.16227766016838,2.1622776601683795,1.1657258654309484,0.7207592200561265,-0.4289173079428574,True
iii_wide,8,1.0,27849533.001676667,1.0,1.5,6.962383250419166,4.6415888336127775,1.2138629445375924,-0.4400734349391417,3.641588833612777,3.6415888336127775,1.136174011660453,1.2138629445375924,-0.4400734349391417,True
iii_wide,8,1.0,40877524.14347765,1.0,1.5,10.21938103586941,6.812920690579607,1.9376402301932023,-0.4510092543786125,5.812920690579607,5.812920690579607,1.1086247014795418,1.9376402301932023,-0.45100925437861245,True
iii_wide,8,1.0,60000000.00000001,1.0,1.5,15.000000000000002,10.000000000000002,2.9999999999999996,-0.4612170939737311,8.999999999999998,9.000000000000002,1.0840881800197928,3.0,-0.4612170939737312,True
iii_wide,8,1.0,88067956.05732414,1.0,1.5,22.016989014331035,14.67799267622069,4.559330892073564,-0.4702363375333145,13.67799267622069,13.67799267622069,1.0632951137353923,4.559330892073564,-0.47023633753331456,True
iii_wide,8,1.0,129266081.40191294,1.0,1.5,32.316520350478235,21.544346900318825,6.848115633439607,-0.47778431137010013,20.54434690031882,20.544346900318825,1.0464973170973193,6.848115633439608,-0.4777843113701001,True
iii_wide,8,1.0,189736659.61010277,1.0,1.5,47.434164902525694,31.622776601683796,10.207592200561264,-0.4838004309259286,30.62277660168379,30.622776601683796,1.0334839905848525,10.207592200561265,-0.4838004309259286,True
iii_wide,8,1.0,278495330.01676667,1.0,1.5,69.62383250419167,46.41588833612778,15.138629445375924,-0.4884044150436521,45.41588833612777,45.41588833612778,1.0237417693190007,15.138629445375926,-0.48840441504365206,True
iii_wide,8,1.0,408775241.43477654,1.0,1.5,102.19381035869414,68.1292069057961,22.376402301932032,-0.491816423512892,67.1292069057961,67.1292069057961,1.0166394941198897,22.376402301932032,-0.491816423512892,True
iii_wide,8,1.0,600000000.0,1.0,1.5,150.0,100.0,33.0,-0.4942843845340146,99.0,99.0,1.0115634149991888,33.0,-0.4942843845340145,True
iii_wide,8,10.0,4199999.999999999,1.0,1.05,0.010499999999999999,0.009999999999999998,-0.4714285714285714,-0.4791071202852081,-0.99,-0.99,1.043607950769662,-0.4714285714285715,-0.4791071202852081,True
iii_wide,8,10.0,6164756.924012692,1.0,1.05,0.015411892310031731,0.014677992676220695,-0.46920095586846633,-0.47994334586062254,-0.9853220073237793,-0.9853220073237793,1.0417896285308683,-0.46920095586846633,-0.4799433458606225,True
iii_wide,8,10.0,9048625.698133908,1.0,1.05,0.02262156424533477,0.02154434690031883,-0.46593126338080054,-0.4809257498198948,-0.9784556530996812,-0.9784556530996812,1.0396615281823618,-0.4659312633808006,-0.4809257498198948,True
iii_wide,8,10.0,13281566.172707189,1.0,1.05,0.033203915431767976,0.031622776601683784,-0.4611320111420553,-0.48204915433821194,-0.9683772233983162,-0.9683772233983162,1.0372386207925872,-0.4611320111420553,-0.482049154338212,True
iii_wide,8,10.0,19494673.10117366,1.0,1.05,0.048736682752934156,0.04641588833612777,-0.4540876722208915,-0.48329743558023686,-0.9535841116638722,-0.9535841116638722,1.0345595966171648,-0.4540876722208916,-0.48329743558023686,True
iii_wide,8,10.0,28614266.900434364,1.0,1.05,0.0715356672510859,0.06812920690579609,-0.44374799671152565,-0.48464450659310804,-0.931870793094204,-0.931870793094204,1.0316840347883773,-0.4437479967115257,-0.484644506593108,True
iii_wide,8,10.0,41999999.99999999,1.0,1.05,0.10499999999999998,0.09999999999999998,-0.4285714285714286,-0.48605964018220044,-0.9000000000000001,-0.9,1.0286803483880578,-0.4285714285714286,-0.4860596401822005,True
iii_wide,8,10.0,61647569.24012689,1.0,1.05,0.15411892310031725,0.14677992676220689,-0.40629527297037765,-0.48751537123771205,-0.8532200732377931,-0.8532200732377931,1.0256086874360326,-0.40629527297037765,-0.487515371237712,True
iii_wide,8,10.0,90486256.98133908,1.0,1.05,0.2262156424533477,0.21544346900318825,-0.37359834809371983,-0.48899262859607007,-0.7845565309968117,-0.7845565309968118,1.0225103013015406,-0.3735983480937199,-0.4889926285960701,True
iii_wide,8,10.0,132815661.72707191,1.0,1.05,0.3320391543176798,0.3162277660168379,-0.32560582570626767,-0.490477735046751,-0.6837722339831621,-0.6837722339831621,1.0194142654657736,-0.3256058257062677,-0.49047773504675096,True
iii_wide,8,10.0,194946731.01173663,1.0,1.05,0.4873668275293417,0.46415888336127775,-0.25516243649462966,-0.4919518764057503,-0.5358411166387224,-0.5358411166387222,1.0163595749508063,-0.2551624364946296,-0.49195187640575033,True
iii_wide,8,10.0,286142669.0043436,1.0,1.05,0.7153566725108591,0.681292069057961,-0.1517656814009709,-0.4933812252545188,-0.3187079309420389,-0.318707930942039,1.0134151329776824,-0.15176568140097094,-0.4933812252545187,True
iii_wide,8,10.0,419999999.99999994,1.0,1.05,1.05,1.0,-1.1102230246251565e-16,-0.4947172583475261,-2.331468351712829e-16,0.0,1.0106783047555679,0.0,-0.4947172583475261,band
iii_wide,8,10.0,616475692.4012688,1.0,1.05,1.541189231003172,1.4677992676220686,0.22276155601050895,-0.49590915685182124,0.4677992676220688,0.4677992676220686,1.0082491784869403,0.22276155601050884,-0.49590915685182124,True
iii_wide,8,10.0,904862569.8133903,1.0,1.05,2.262156424533476,2.1544346900318816,0.5497308047770864,-0.49692016538838735,1.1544346900318814,1.1544346900318816,1.0061978459038898,0.5497308047770865,-0.4969201653883873,True
iii_wide,8,10.0,1328156617.270719,1.0,1.05,3.320391543176798,3.162277660168379,1.029656028651609,-0.49773731865892484,2.162277660168379,2.162277660168379,1.0045459346853307,1.0296560286516092,-0.4977373186589249,True
iii_wide,8,10.0,1949467310.117366,1.0,1.05,4.873668275293416,4.641588833612777,1.7340899207679885,-0.49837052181045366,3.641588833612776,3.6415888336127766,1.0032696119016566,1.734089920767989,-0.4983705218104537,True
iii_wide,8,10.0,2861426690.0434346,1.0,1.05,7.153566725108586,6.812920690579605,2.7680574717045743,-0.49884460844348116,5.812920690579606,5.812920690579605,1.0023161351991434,2.7680574717045747,-0.49884460844348116,True
iii_wide,8,10.0,4199999999.999999,1.0,1.05,10.5,10.0,4.285714285714285,-0.49919024026822933,8.999999999999998,9.0,1.0016221465614703,4.2857142857142865,-0.49919024026822933,True
iii_wide,8,10.0,6164756924.012689,1.0,1.05,15.411892310031721,14.677992676220686,6.513329845819376,-0.4994372695491825,13.67799267622069,13.677992676220686,1.0011267289910613,6.513329845819375,-0.4994372695491825,True
iii_wide,8,10.0,9048625698.133904,1.0,1.05,22.62156424533476,21.544346900318818,9.783022333485151,-0.4996112999243399,20.544346900318818,20.544346900318818,1.0007780049725037,9.783022333485151,-0.4996112999243399,True
iii_wide,8,10.0,13281566172.70719,1.0,1.05,33.203915431767975,31.622776601683785,14.582274572230373,-0.4997326516802998,30.622776601683785,30.622776601683785,1.0005349826928485,14.582274572230371,-0.4997326516802998,True
iii_wide,8,10.0,19494673101.17366,1.0,1.05,48.73668275293416,46.415888336127765,21.626613493394174,-0.4998166629764526,45.415888336127765,45.415888336127765,1.000366808546269,21.626613493394174,-0.4998166629764526,True
iii_wide,8,10.0,28614266900.43435,1.0,1.05,71.53566725108587,68.12920690579607,31.966289002760035,-0.4998745328002365,67.12920690579608,67.12920690579607,1.0002509973834046,31.966289002760032,-0.49987453280023647,True
iii_wide,8,10.0,41999999999.99999,1.0,1.05,105.0,100.0,47.14285714285714,-0.49991425761692176,99.0,99.0,1.0001715141782253,47.142857142857146,-0.4999142576169217,True
iv_nonuniform,8,0.01,77.6923076923077,1.0,101.0,1.01,0.01,-0.004900990099009905,-0.004999647850821465,-0.9900000000000009,-0.99,100.00704347964171,-0.004900990099009901,-0.00499964785082147,True
iv_nonuniform,8,0.01,114.03671233063773,1.0,101.0,1.4824772602982905,0.014677992676220698,-0.00487783171942463,-0.005022404354262655,-0.9853220073237753,-0.9853220073237793,99.55391177845644,-0.00487783171942465,-0.005022404354262657,True
iv_nonuniform,8,0.01,167.38300284093862,1.0,101.0,2.175979036932202,0.021544346900318832,-0.004843839866830124,-0.005055540193195429,-0.9784556530996851,-0.9784556530996812,98.90139943363184,-0.004843839866830105,-0.005055540193195415,True
iv_nonuniform,8,0.01,245.68464898231252,1.0,101.0,3.193900436770063,0.03162277660168379,-0.004793946650486713,-0.005103619251769942,-0.9683772233983161,-0.9683772233983162,97.96969078886552,-0.004793946650486713,-0.005103619251769918,True
iv_nonuniform,8,0.01,360.61574784222347,1.0,101.0,4.6880047219489045,0.04641588833612777,-0.004720713424078593,-0.005173035004141124,-0.9535841116638758,-0.9535841116638722,96.65505831678054,-0.004720713424078576,-0.005173035004141048,True
iv_nonuniform,8,0.01,529.3115305758006,1.0,101.0,6.881049897485408,0.06812920690579612,-0.004613221747991114,-0.005272572582127599,-0.9318707930942051,-0.9318707930942038,94.83036832813791,-0.004613221747991108,-0.0052725725821275845,True
iv_nonuniform,8,0.01,776.9230769230769,1.0,101.0,10.1,0.09999999999999999,-0.004455445544554459,-0.005413995436856667,-0.9000000000000008,-0.9,92.3532363171512,-0.004455445544554456,-0.005413995436856645,True
iv_nonuniform,8,0.01,1140.3671233063767,1.0,101.0,14.824772602982897,0.14677992676220689,-0.004223861748701929,-0.005612540479435102,-0.8532200732377897,-0.8532200732377931,89.0862171653003,-0.004223861748701946,-0.005612540479435168,True
iv_nonuniform,8,0.01,1673.8300284093862,1.0,101.0,21.759790369322022,0.21544346900318834,-0.0038839432227564807,-0.0058871627100070545,-0.7845565309968091,-0.7845565309968117,84.93055562233688,-0.0038839432227564933,-0.0058871627100070345,True
iv_nonuniform,8,0.01,2456.8464898231255,1.0,101.0,31.93900436770063,0.31622776601683794,-0.0033850110593225957,-0.006260391034323742,-0.6837722339831643,-0.683772233983162,79.86721552354479,-0.003385011059322585,-0.00626039103432372,True
iv_nonuniform,8,0.01,3606.157478422235,1.0,101.0,46.88004721948905,0.46415888336127775,-0.0026526787952412256,-0.006757766571841184,-0.5358411166387276,-0.5358411166387222,73.988942157819,-0.002652678795241199,-0.006757766571841183,True
iv_nonuniform,8,0.01,5293.115305758006,1.0,101.0,68.81049897485408,0.6812920690579612,-0.0015777620343665477,-0.007406957274701309,-0.31870793094204264,-0.31870793094203875,67.50410208355926,-0.0015777620343665286,-0.007406957274701323,True
iv_nonuniform,8,0.01,7769.230769230769,1.0,101.0,101.0,1.0,0.0,-0.008236624810183168,0.0,0.0,60.70447683641457,0.0,-0.00823662481018314,band
iv_nonuniform,8,0.01,11403.671233063767,1.0,101.0,148.24772602982898,1.467799267622069,0.00231583795852508,-0.009274972800255799,0.46779926762206614,0.467799267622069,53.90851388655444,0.0023158379585250946,-0.009274972800255717,True
iv_nonuniform,8,0.01,16738.300284093853,1.0,101.0,217.5979036932201,2.154434690031882,0.005715023217979565,-0.010548049648596569,1.154434690031872,1.154434690031882,47.40212803857304,0.005715023217979617,-0.010548049648596573,True
iv_nonuniform,8,0.01,24568.464898231254,1.0,101.0,319.39004367700636,3.16227766016838,0.010704344852318748,-0.01207894383312813,2.162277660168387,2.16227766016838,41.39434762737135,0.010704344852318711,-0.012078943833128148,True
iv_nonuniform,8,0.01,36061.57478422235,1.0,101.0,468.80047219489046,4.641588833612777,0.01802766749313256,-0.01389105649002309,3.641588833612777,3.6415888336127766,35.994382454575195,0.01802766749313256,-0.01389105649002309,True
iv_nonuniform,8,0.01,52931.15305758003,1.0,101.0,688.1049897485403,6.812920690579607,0.028776835101879228,-0.016020219312324724,5.812920690579604,5.812920690579607,31.21055899748763,0.028776835101879245,-0.016020219312324675,True
iv_nonuniform,8,0.01,77692.30769230769,1.0,101.0,1010.0,10.0,0.044554455445544594,-0.018538864586962633,9.000000000000007,9.0,26.970367988534814,0.04455445544554455,-0.018538864586962682,True
iv_nonuniform,8,0.01,114036.71233063766,1.0,101.0,1482.4772602982898,14.677992676220692,0.0677128350307955,-0.021590072745228173,13.677992676220692,13.677992676220692,23.158791816044708,0.0677128350307955,-0.021590072745228166,True
iv_nonuniform,8,0.01,167383.00284093854,1.0,101.0,2175.979036932201,21.54434690031882,0.10170468762534068,-0.02542456300029411,20.544346900318818,20.54434690031882,19.66602139805567,0.1017046876253407,-0.02542456300029419,True
iv_nonuniform,8,0.01,245684.64898231253,1.0,101.0,3193.900436770063,31.622776601683793,0.15159790396873163,-0.03043460478882687,30.62277660168379,30.622776601683793,16.42866741557162,0.15159790396873166,-0.03043460478882687,True
iv_nonuniform,8,0.01,360615.74784222344,1.0,101.0,4688.004721948905,46.41588833612777,0.2248311303768702,-0.03718301212815012,45.41588833612778,45.41588833612777,13.447000965837994,0.22483113037687016,-0.03718301212815008,True
iv_nonuniform,8,0.01,529311.5305758003,1.0,101.0,6881.0498974854045,68.12920690579608,0.3323228064643371,-0.04642490674219946,67.1292069057961,67.12920690579608,10.770080870092706,0.33232280646433704,-0.046424906742199436,True
iv_nonuniform,8,0.01,776923.0769230769,1.0,101.0,10100.0,100.0,0.4900990099009901,-0.05911024250992014,99.0,99.0,8.458770912944379,0.4900990099009901,-0.059110242509920044,True
iv_nonuniform,8,1.0,15384.615384615385,1.0,2.0,0.02,0.01,-0.2475,-0.25244163431668953,-0.99,-0.99,1.9806558508203411,-0.2475,-0.2524416343166895,True
iv_nonuniform,8,1.0,22581.527194185688,1.0,2.0,0.029355985352441393,0.014677992676220697,-0.24633050183094485,-0.25354550398787856,-0.9853220073237794,-0.9853220073237793,1.9720326021789916,-0.24633050183094485,-0.2535455039878785,True
iv_nonuniform,8,1.0,33145.14907741359,1.0,2.0,0.043088693800637665,0.021544346900318832,-0.24461391327492027,-0.25512427715363817,-0.9784556530996811,-0.9784556530996812,1.9598291686639269,-0.24461391327492027,-0.2551242771536382,True
