M,m,b,order,n,E_plus,dE,D_modal,lam_c,lam_s,Cc,n_conv,converged_flag
1.0,0.01,0.25,B,2,0.4943113759478978,-0.005688624052102187,0.006102609579603677,1.1861582197823743e-05,1.9801980198019803e-06,0.0,,False
1.0,0.01,0.25,B,3,0.49392302590125314,-0.006076974098746857,0.006097815134583376,1.22498182569948e-05,2.372316439564749e-06,2.168404344971009e-19,,False
1.0,0.01,0.25,B,4,0.49384614300403573,-0.006153856995964269,0.006096865963012787,1.2326696684553423e-05,2.4499636513989604e-06,0.0,,False
1.0,0.01,0.25,B,6,0.4938279048261452,-0.006172095173854808,0.0060966408003227815,1.2344934680307945e-05,2.4683840271110262e-06,0.0,,False
1.0,0.01,0.25,B,8,0.49382718968045763,-0.006172810319542366,0.006096631971363674,1.2345649825715437e-05,2.4691063239725916e-06,0.0,,False
1.0,0.01,0.25,B,12,0.49382716053870357,-0.006172839461296431,0.006096631611588933,1.2345678967469236e-05,2.4691357571439268e-06,0.0,,False
1.0,0.01,0.25,B,16,0.4938271604938962,-0.006172839506103811,0.006096631611035756,1.2345679012276679e-05,2.4691358023994453e-06,0.0,,False
1.0,0.01,0.25,B,24,0.49382716049382724,-0.006172839506172756,0.006096631611034904,1.234567901234568e-05,2.469135802469136e-06,0.0,,False
1.0,0.01,0.25,B,32,0.49382716049382724,-0.006172839506172756,0.006096631611034904,1.234567901234568e-05,2.469135802469136e-06,0.0,,False
1.0,0.01,0.25,B,48,0.49382716049382724,-0.006172839506172756,0.006096631611034904,1.234567901234568e-05,2.469135802469136e-06,0.0,,False
1.0,0.01,0.25,B,64,0.49382716049382724,-0.006172839506172756,0.006096631611034904,1.234567901234568e-05,2.469135802469136e-06,0.0,,False
1.0,0.01,0.25,A,23,0.49382716049382724,-0.006172839506172756,0.006096631611034904,1.234567901234568e-05,2.469135802469136e-06,0.0,14,True
1.0,0.01,0.25,B,20,0.49382716049382724,-0.006172839506172756,0.006096631611034904,1.2345679012345572e-05,2.4691358024690283e-06,0.0,14,True
1.0,0.01,1.0,A,1,0.49259876482697773,-0.007401235173022269,0.002450740123517302,9.900990099009901e-06,4.950495049504951e-06,-0.0004950495049504951,,False
1.0,0.01,1.0,A,2,0.4907849144267663,-0.009215085573233694,0.005477828208638175,1.4802470346044506e-05,7.401235173022253e-06,-0.00024507401235173006,,False
1.0,0.01,1.0,A,3,0.49034038683138087,-0.00965961316861913,0.007420914262004381,1.7228945715863617e-05,8.614472857931809e-06,-0.00012132376849095555,,False
1.0,0.01,1.0,A,4,0.49023144466997853,-0.009768555330021467,0.008491780212201747,1.8430171146467137e-05,9.215085573233569e-06,-6.006127153017587e-05,,False
1.0,0.01,1.0,A,6,0.4901982025726325,-0.009801797427367476,0.009330812656736041,1.9319226337238295e-05,9.659613168619147e-06,-1.47194568008471e-05,,False
1.0,0.01,1.0,A,8,0.4901962060099977,-0.009803793990002307,0.009542467323568865,1.9537110660042717e-05,9.768555330021357e-06,-3.6073563378217523e-06,,False
1.0,0.01,1.0,A,12,0.49019607889159444,-0.009803921108405556,0.009607523280714873,1.960359485473507e-05,9.801797427367533e-06,-2.16662408512305e-07,,False
