t,E_total,dE_step,contact_E
0.1635,89.01740785,-1.383394e-04,0
0.164,89.01723194,-1.759049e-04,3.3661044e-07
0.1645,89.0170167,-2.152423e-04,6.9992198e-06
0.165,89.01680266,-2.140433e-04,2.2083021e-05
0.1655,89.01658915,-2.135050e-04,4.4912564e-05
0.166,89.01637656,-2.125966e-04,7.4294134e-05
0.1665,89.01616577,-2.107907e-04,0.00010861575
0.167,89.01595753,-2.082349e-04,0.00014591251
0.1675,89.01575216,-2.053722e-04,0.00018394934
0.168,89.01554958,-2.025757e-04,0.00022035603
0.1685,89.01534956,-2.000225e-04,0.00025280958
0.169,89.01515182,-1.977402e-04,0.0002792322
0.1695,89.01495613,-1.956927e-04,0.00029796918
0.17,89.01476229,-1.938392e-04,0.00030791967
0.1705,89.01437281,-3.894776e-04,0.0002658653
0.171,89.01396569,-4.071186e-04,0.00022834231
0.1715,89.01356552,-4.001686e-04,0.00022613243
0.172,89.01317306,-3.924614e-04,0.00025227556
0.1725,89.01279286,-3.802056e-04,0.00029597611
0.173,89.0119966,-7.962551e-04,0.00045931145
0.1735,89.01112362,-8.729799e-04,0.00080532253
0.174,89.01028986,-8.337604e-04,0.0012400557
0.1745,89.00978288,-5.069851e-04,0.001294267
0.175,89.00941802,-3.648621e-04,0.0012059908
0.1755,89.00909635,-3.216684e-04,0.0012268112
0.176,89.00879139,-3.049584e-04,0.001329454
0.1765,89.00849549,-2.958954e-04,0.0014656674
0.177,89.00820485,-2.906466e-04,0.0015958013
0.1775,89.00791727,-2.875743e-04,0.0016938196
0.178,89.00763219,-2.850777e-04,0.001754647
0.1785,89.00734948,-2.827123e-04,0.0017849123
0.179,89.00706885,-2.806277e-04,0.0017911359
0.1795,89.00679,-2.788578e-04,0.0017758433
0.18,89.00648753,-3.024618e-04,0.0017107323
0.1805,89.0061661,-3.214394e-04,0.0015692223
0.181,89.00584757,-3.185232e-04,0.001416839
0.1815,89.00553051,-3.170600e-04,0.001267976
0.182,89.00521535,-3.151590e-04,0.0011321509
0.1825,89.00490362,-3.117351e-04,0.0010139219
0.183,89.00459681,-3.068112e-04,0.00091429136
0.1835,89.00429582,-3.009841e-04,0.00083188427
0.184,89.00400095,-2.948705e-04,0.00076366171
0.1845,89.00371208,-2.888698e-04,0.00070547515
0.185,89.0034289,-2.831778e-04,0.00065270275
0.1855,89.00315102,-2.778855e-04,0.00060097933
0.186,89.00287797,-2.730539e-04,0.00054688001
0.1865,89.00260923,-2.687370e-04,0.00048840538
0.187,89.00234426,-2.649697e-04,0.00042518607
0.1875,89.00208251,-2.617451e-04,0.00035840345
0.188,89.00182351,-2.590004e-04,0.00029047583
0.1885,89.00156689,-2.566188e-04,0.00022458635
0.189,89.00131245,-2.544478e-04,0.00016413742
0.1895,89.00106012,-2.523242e-04,0.0001122152
0.19,89.00081002,-2.501013e-04,7.1137597e-05
0.1905,89.00056235,-2.476695e-04,4.2142057e-05
0.191,89.00031738,-2.449692e-04,2.524634e-05
0.1915,89.00008584,-2.315420e-04,1.8571239e-05
0.192,88.99991812,-1.677212e-04,9.4440423e-06
0.1925,88.99975426,-1.638642e-04,3.2944077e-06
0.193,88.99959216,-1.620954e-04,3.9536742e-07
0.1935,88.99944508,-1.470761e-04,0
0.194,88.99930565,-1.394365e-04,0
0.1945,88.99916683,-1.388202e-04,0
0.195,88.99902829,-1.385377e-04,0
0.1955,88.99888986,-1.384247e-04,0
0.196,88.99875148,-1.383802e-04,0
0.1965,88.99861312,-1.383627e-04,0
0.197,88.99847477,-1.383543e-04,0
0.1975,88.99833642,-1.383482e-04,0
0.198,88.99819808,-1.383436e-04,0
0.1985,88.99805973,-1.383410e-04,0
0.199,88.99792139,-1.383401e-04,0
0.1995,88.99778305,-1.383399e-04,0
0.2,88.99764471,-1.383398e-04,0
0.2005,88.99750638,-1.383396e-04,0
0.201,88.99736804,-1.383395e-04,0
0.2015,88.9972297,-1.383394e-04,0
0.202,88.99709136,-1.383394e-04,0
0.2025,88.99693788,-1.534800e-04,4.3715136e-07
0.203,88.99678374,-1.541400e-04,2.5391363e-06
0.2035,88.99662997,-1.537682e-04,6.4639941e-06
0.204,88.99647454,-1.554254e-04,1.2310535e-05
0.2045,88.99630874,-1.657985e-04,2.749806e-05
0.205,88.99614055,-1.681954e-04,5.0455952e-05
0.2055,88.9959796,-1.609506e-04,7.6074948e-05
0.206,88.99582336,-1.562392e-04,9.4587938e-05
0.2065,88.99566923,-1.541335e-04,0.00011568888
0.207,88.99551605,-1.531711e-04,0.00014399933
0.2075,88.99536342,-1.526315e-04,0.00017929085
0.208,88.99521121,-1.522151e-04,0.00021958815
0.2085,88.99505938,-1.518235e-04,0.00026246794
0.209,88.99490799,-1.513990e-04,0.00030620629
0.2095,88.99475706,-1.509266e-04,0.00035000429
0.21,88.99460663,-1.504292e-04,0.00039343535
0.2105,88.9944567,-1.499315e-04,0.00043593994
0.211,88.99430726,-1.494435e-04,0.00047670046
0.2115,88.99415829,-1.489659e-04,0.00051476267
0.212,88.99400979,-1.484980e-04,0.00054919503
0.2125,88.99386175,-1.480414e-04,0.00057918185
0.213,88.99357731,-2.844390e-04,0.00055816263
0.2135,88.99326901,-3.082995e-04,0.00051839732
0.214,88.9929636,-3.054118e-04,0.0005010283
0.2145,88.99266008,-3.035215e-04,0.00050842226
0.215,88.99236098,-2.990973e-04,0.00053715871
0.2155,88.9920695,-2.914848e-04,0.00058022672
0.216,88.99178739,-2.821090e-04,0.00062930131
0.2165,88.99151469,-2.726988e-04,0.00067622571
0.217,88.99125038,-2.643104e-04,0.00071399368
0.2175,88.99099311,-2.572691e-04,0.00073748584
0.218,88.99074162,-2.514911e-04,0.00074398513
0.2185,88.99049485,-2.467709e-04,0.00073338697
0.219,88.99025193,-2.429136e-04,0.00070803551
0.2195,88.99001218,-2.397503e-04,0.00067220204
0.22,88.98977507,-2.371104e-04,0.00063130403
0.2205,88.98954027,-2.347992e-04,0.00059100648
0.221,88.98930767,-2.325995e-04,0.00055635058
0.2215,88.98907738,-2.302948e-04,0.00053103327
0.222,88.98884968,-2.277032e-04,0.00051692681
0.2225,88.98862497,-2.247082e-04,0.00051388716
0.223,88.98840369,-2.212752e-04,0.00051985889
0.2235,88.98818624,-2.174525e-04,0.00053124514
0.224,88.98797288,-2.133574e-04,0.00054347882
0.2245,88.9878102,-1.626841e-04,0.00052672566
0.225,88.98765969,-1.505092e-04,0.00048653601
0.2255,88.98751122,-1.484674e-04,0.00044198932
0.226,88.98736333,-1.478931e-04,0.00039665653
0.2265,88.98721566,-1.476681e-04,0.00035221216
0.227,88.98706834,-1.473170e-04,0.00030919477
0.2275,88.98692147,-1.468694e-04,0.0002678522
0.228,88.98677502,-1.464555e-04,0.00022853442
0.2285,88.9866289,-1.461192e-04,0.00019171975
0.229,88.98648307,-1.458310e-04,0.00015789377
