t,slab_KE,slab_PE,cube_KE,bystander_KE,total,max_pen
0.1365,0,0.030228398,2.2578193,8.9710608e-08,-0.072816814,8.491033e-06
0.137,0,0.030147804,2.2743308,9.4563168e-07,-0.072847498,8.4389118e-06
0.1375,0,0.030019443,2.2909033,2.4211252e-06,-0.072878149,8.3538706e-06
0.138,0,0.02985326,2.3075361,4.0922466e-06,-0.072908771,8.2429628e-06
0.1385,0,0.029660733,2.3242287,5.5403989e-06,-0.072939365,8.1141796e-06
0.139,0,0.029454095,2.3409809,6.4399105e-06,-0.072969932,7.975911e-06
0.1395,0,0.029245573,2.3577923,6.6170994e-06,-0.073000473,7.8364435e-06
0.14,0,0.029046699,2.3746631,6.0710995e-06,-0.073030988,7.703519e-06
0.1405,0,0.028867723,2.3915933,4.9558844e-06,-0.073061479,7.583967e-06
0.141,0,0.028717159,2.4085833,3.5313046e-06,-0.073091946,7.4834194e-06
0.1415,0,0.028601456,2.4256334,2.0968024e-06,-0.073122389,7.408444e-06
0.142,0,0.02852481,2.442744,9.2375402e-07,-0.07315281,7.360937e-06
0.1425,0,0.028489102,2.4599153,2.0099573e-07,-0.073183211,7.3373975e-06
0.143,0,0.028493948,2.4771473,3.7035602e-09,-0.073213594,7.3379358e-06
0.1435,0,0.028536852,2.4944401,2.8970849e-07,-0.073243959,7.3614968e-06
0.144,0,0.028613443,2.5117934,9.2103379e-07,-0.073274308,7.4107526e-06
0.1445,0,0.028717798,2.529207,1.7033254e-06,-0.073304643,7.4788406e-06
0.145,0,0.028842812,2.5466808,2.4328658e-06,-0.073334964,7.5604644e-06
0.1455,0,0.028980622,2.5642144,2.9404096e-06,-0.073365273,7.6504802e-06
0.146,0,0.029123054,2.5818078,3.1229522e-06,-0.073395569,7.7435758e-06
0.1465,0,0.029262077,2.5994609,2.9580851e-06,-0.073425854,7.834559e-06
0.147,0,0.029390231,2.6171738,2.4998471e-06,-0.073456127,7.9186265e-06
0.1475,0,0.029501019,2.6349466,1.8589902e-06,-0.073486389,7.9916009e-06
0.148,0,0.029589232,2.6527796,1.1735158e-06,-0.07351664,8.0501234e-06
0.1485,0,0.029651185,2.6706728,5.7672453e-07,-0.07354688,8.0917945e-06
0.149,0,0.029684853,2.6886263,1.6974015e-07,-0.07357711,8.1152558e-06
0.1495,0,0.029689911,2.7066403,3.7634931e-09,-0.073607331,8.1202112e-06
0.15,0,0.029667656,2.7247147,7.4707275e-08,-0.073637544,8.1073891e-06
0.1505,0,0.029620848,2.7428495,3.2998627e-07,-0.073667749,8.0784499e-06
0.151,0,0.029553464,2.7610446,6.8472605e-07,-0.073697948,8.0358466e-06
0.1515,0,0.029470398,2.7792998,1.0429839e-06,-0.07372814,7.9826485e-06
0.152,0,0.029377128,2.7976151,1.3190041e-06,-0.073758325,7.9223404e-06
0.1525,0,0.029279367,2.8159903,1.4540583e-06,-0.073788506,7.8586088e-06
0.153,0,0.029182733,2.8344255,1.4258201e-06,-0.07381868,7.7951284e-06
0.1535,0,0.029092443,2.8529207,1.2491102e-06,-0.073848849,7.7353608e-06
0.154,0,0.029013055,2.8714759,9.6877954e-07,-0.073879013,7.6823762e-06
0.1545,0,0.028948264,2.8900912,6.4705915e-07,-0.073909171,7.6387053e-06
0.155,0,0.028900759,2.9087666,3.4861966e-07,-0.073939324,7.6062304e-06
0.1555,0,0.02887214,2.9275023,1.2671748e-07,-0.073969473,7.5861172e-06
