t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4,KE_body5,KE_body6,KE_body7,KE_body8
0.0355,107.96652,1.851602e-05,0.22257248,0.00016580537,0.005724406,0.0057341876,0.0057372545,0.0060204818,0.00012726304,0.00012612375,121.08793
0.036,107.9661,1.8612423e-05,0.21277883,0.00015803121,0.0054309886,0.005438526,0.0054408933,0.0057480497,0.00012464057,0.00012376203,121.27497
0.0365,107.96567,1.8695031e-05,0.20279552,0.00015097389,0.0051412554,0.0051475045,0.00514947,0.005480743,0.00012256901,0.0001219326,121.46216
0.037,107.96525,1.8772496e-05,0.19266725,0.00014462329,0.0048558309,0.0048615727,0.0048633801,0.0052183954,0.00012087913,0.00012045869,121.6495
0.0375,107.96483,1.8851548e-05,0.18243956,0.00013894829,0.0045751198,0.0045809143,0.0045827383,0.0049607126,0.00011942192,0.00011918845,121.83697
0.038,107.9644,1.8936663e-05,0.17215787,0.00013389444,0.0042993903,0.0043055656,0.0043075086,0.0047072953,0.00011806722,0.0001179928,122.0246
0.0385,107.96398,1.9030048e-05,0.16186668,0.00012938339,0.0040288478,0.0040355205,0.0040376186,0.0044576692,0.00011670116,0.00011676192,122.21237
0.039,107.96356,1.9131907e-05,0.15160895,0.00012531382,0.0037636937,0.0037708115,0.0037730479,0.0042113242,0.00011522284,0.00011540067,122.40028
0.0395,107.96314,1.9240904e-05,0.14142569,0.00012156354,0.003504165,0.0035115623,0.0035138845,0.0039677628,0.00011354109,0.00011382413,122.58833
0.04,107.96272,1.9354741e-05,0.13135584,0.0001179931,0.0032505557,0.0032580111,0.0032603488,0.0037265532,0.00011157186,0.00011195376,122.77653
0.0405,107.9623,1.9470754e-05,0.12143631,0.00011445076,0.0030032194,0.0030105075,0.0030127893,0.0034873829,0.00010923665,0.00010971497,122.96488
0.041,98.597897,0.0010071618,0.77345621,5.0225194e-05,0.0038212258,0.0031572601,0.0030076499,0.0031977819,5.3402272e-05,7.5015876e-05,111.26179
0.0415,87.620448,0.0027564493,6.7375198,0.00015917119,0.0042162009,0.0035107311,0.0033071493,0.0032378368,0.00016790294,1.2555099e-05,82.432004
0.042,79.808568,0.003336082,19.976627,0.0015690121,0.0045565675,0.0038587287,0.0036489182,0.0036808765,0.0014073639,0.00037940037,54.539785
0.0425,74.140314,0.0029799358,33.665764,0.005239247,0.0049320391,0.0042244872,0.0040071823,0.004138462,0.004549942,0.0023492981,35.509842
0.043,69.931139,0.0021180444,40.256292,0.010604087,0.0053497395,0.0046099798,0.0043827895,0.004608032,0.0092542127,0.0070527615,25.055471
0.0435,66.721652,0.0011857046,38.922436,0.015546379,0.0057850058,0.0050127561,0.0047754975,0.0051049283,0.014198178,0.014034954,20.346355
0.044,64.202856,0.00049024604,34.178945,0.017345797,0.0062319985,0.0054318654,0.0051849863,0.0056361078,0.017479266,0.020410136,18.783115
