t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4,KE_body5,KE_body6,KE_body7,KE_body8
0.069,91.08748,0.00028906865,0,0.030605706,0.0035609172,0.0032443489,0.003154721,0.010985497,0.025514801,0.0055554587,96.035226
0.0695,90.759014,0.0003266329,0,0.10436133,0.003915663,0.0035833421,0.0034891161,0.011761265,0.056512071,0.0452374,98.320467
0.07,90.446351,0.00033561899,0,0.21270681,0.0042872501,0.0039391766,0.0038403525,0.012563498,0.11594456,0.11716332,100.14715
0.0705,90.144262,0.00031813718,0,0.3276878,0.0046756785,0.0043118525,0.0042084302,0.013392196,0.20158898,0.21087888,101.52643
0.071,89.847145,0.00027874197,0,0.41741958,0.0050809482,0.0047013697,0.0045933492,0.014247359,0.29752805,0.31563018,102.46658
0.0715,89.552194,0.00022265782,0,0.45945288,0.0055030592,0.0051077282,0.0049951095,0.015128987,0.38572891,0.41550501,102.97226
0.072,89.261964,0.00015558507,0,0.45567233,0.0059420116,0.005530928,0.0054137112,0.01603708,0.45213097,0.49281075,103.03949
0.0725,89.113605,5.0639936e-05,0,0.44893059,0.0063978052,0.0059709691,0.0058491542,0.0098131249,0.4373513,0.5055993,102.86653
0.073,89.099071,5.3673257e-05,0,0.44297517,0.0068704402,0.0064278515,0.0063014385,0.0050501791,0.43060131,0.50115924,102.6934
0.0735,89.092465,5.4789377e-05,0,0.43839349,0.0073599165,0.0069015753,0.0067705641,0.0017242708,0.42308491,0.49646235,102.52044
0.074,89.089583,5.4454513e-05,0,0.43434628,0.0078662341,0.0073921404,0.007256531,0.000184429,0.41781785,0.4920243,102.34788
0.0745,89.087776,5.3175036e-05,0,0.43030224,0.0083893931,0.0078995468,0.0077593392,0.00057979168,0.41385829,0.48778986,102.1758
0.075,89.086231,5.1186896e-05,0,0.42620472,0.0089293933,0.0084237945,0.0082789888,0.0027473883,0.41008526,0.48361285,102.00416
0.0755,89.084839,4.8498505e-05,0,0.42212504,0.0094862349,0.0089648835,0.0088154797,0.0063332774,0.40622121,0.47944373,101.83282
0.076,89.083568,4.5047581e-05,0,0.41808959,0.010059918,0.0095228139,0.0093688119,0.010905362,0.40234679,0.47528737,101.66162
0.0765,89.082368,4.0816094e-05,0,0.41408705,0.010650442,0.010097586,0.0099389854,0.01599902,0.3985197,0.47115147,101.49047
0.077,89.081218,3.5865579e-05,0,0.41010525,0.011257807,0.010689199,0.010526,0.021135977,0.39473303,0.46703631,101.31934
0.0775,89.079002,2.6551394e-05,0,0.40614124,0.010764508,0.011297653,0.011129856,0.025086064,0.39096912,0.46294,101.14825
0.078,89.076799,1.5725337e-05,0,0.40219608,0.0089517248,0.011922948,0.011750554,0.02709473,0.3872218,0.45886165,100.97725
0.0785,89.074685,2.2939621e-05,0,0.39827057,0.0063089161,0.012565085,0.012388093,0.027029365,0.38349179,0.45480125,100.80642
0.079,89.073483,2.7618424e-05,0,0.39436463,0.0036603143,0.013224064,0.013042473,0.025833923,0.37978015,0.4507589,100.63579
0.0795,89.072565,2.8994908e-05,0,0.39047802,0.0017530874,0.013508706,0.013713694,0.024613864,0.37608695,0.44673464,100.46538
0.08,89.070045,3.1046131e-05,0,0.38661063,0.0024076695,0.0082476409,0.014401757,0.023440965,0.37241191,0.44272845,100.29516
