step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
68,0.5666666666666667,7.20309501830582e-10,-0.0017517129746619634,3.227823313061419e-09,0.00017462715500391718,1.136546289297027e-09,0.00020897126487254847,-0.0013681106066526828,0.00010783340519522412,8.760288650730145e-05,0.006526700246678594,0.00010954180207978772,1.2269024848937988,0.01989351212978363,-5.3644176659872755e-05,0.007467992138117552,0.007467992138117552,-1.3411044164968189e-05,-1.251697449333733e-05
69,0.575,8.195409437248488e-10,-0.0017552065946515672,3.13122469402341e-09,0.0001769439144615394,1.1100059002789209e-09,0.00020897127412259763,-0.0013692874553017922,0.00010855931671146713,8.627754801567176e-05,0.010202190076285159,0.00011026777684643056,1.2289832830429077,0.019892804324626923,-5.722045534639619e-05,0.007467769552022219,0.007467769552022219,-1.251697449333733e-05,-1.251697449333733e-05
70,0.5833333333333334,7.206217712357345e-10,-0.0017586634411364817,3.0481257113260045e-09,0.00017924753725797997,1.0797761514477584e-09,0.00020897128312073222,-0.001370440852010287,0.00010927612730757886,8.512373699290235e-05,0.0075636163066688964,0.00011098481538745673,1.2280083894729614,0.019892103970050812,-5.3644176659872755e-05,0.007467549294233322,0.007467549294233322,-1.162290482170647e-05,-1.251697449333733e-05
71,0.5916666666666667,7.208799778092661e-10,-0.001762065150205048,2.9568417182023025e-09,0.00018153592086767088,1.0486061656128841e-09,0.00020897129185911694,-0.0013715542597565638,0.00010998350418600003,8.386002773169116e-05,0.007316613289553645,0.00011169250278938197,1.2286123037338257,0.019891414791345596,-5.3644176659872755e-05,0.007467332296073437,0.007467332296073437,-1.251697449333733e-05,-1.251697449333733e-05
72,0.6,7.205356808183171e-10,-0.0017654300629282391,2.8973599788867873e-09,0.00018380923482619495,1.0319092246336603e-09,0.0002089713004583605,-0.001372645909748024,0.00011068175717454299,8.301402171716314e-05,0.009429095674762786,0.000112391046069467,1.2289235591888428,0.019890733063220978,-5.3644176659872755e-05,0.007467117626219988,0.007467118091881275,-1.162290482170647e-05,-1.251697449333733e-05
73,0.6083333333333333,7.201621272744818e-10,-0.0017687398382350825,2.835059442701675e-09,0.00018606454378046353,9.967412554482346e-10,0.0002089713087645376,-0.0013737004304685116,0.00011137050361754988,8.211361308463477e-05,0.0025002966626852135,0.00011307974678338342,1.227869987487793,0.019890062510967255,-5.3644176659872755e-05,0.0074669066816568375,0.0074669066816568375,-1.072883515007561e-05,-1.162290482170647e-05
74,0.6166666666666667,7.204070610583759e-10,-0.0017720219991523797,2.758788368469346e-09,0.00018830485119116687,9.695956703605411e-10,0.00020897131684450152,-0.0013747423519212818,0.00011205031520790603,8.099033589922981e-05,0.007637972252687544,0.00011375966172402058,1.2284423112869263,0.01988939754664898,-5.3644176659872755e-05,0.007466697599738836,0.007466697599738836,-1.162290482170647e-05,-1.251697449333733e-05
75,0.625,6.279276920344802e-10,-0.0017752490226533287,2.7073402550945714e-09,0.00019052972541069496,9.513464057709286e-10,0.00020897132477238825,-0.0013757446372022982,0.00011272123822904627,8.023620234797149e-05,0.003432784059687925,0.00011443084844897723,1.2292453050613403,0.0198887437582016,-5.006789797334932e-05,0.007466491777449846,0.007466491777449846,-1.162290482170647e-05,-1.162290482170647e-05
76,0.6333333333333333,6.274911599269141e-10,-0.0017784389757206686,2.6022319469295087e-09,0.00019273699917424388,9.157787671635961e-10,0.00020897133240387798,-0.00137672741441944,0.00011338314857513727,7.866294647742278e-05,0.003003700806682634,0.00011509279701761152,1.228050708770752,0.019888097420334816,-5.006789797334932e-05,0.007466291077435017,0.007466291543096304,-1.162290482170647e-05,-1.251697449333733e-05
77,0.6416666666666666,6.275457573129622e-10,-0.00178158327025641,2.566370661106599e-09,0.00019492903578101456,9.035946656894184e-10,0.00020897133993383354,-0.0013776797006251433,0.00011403652843576688,7.812272668530668e-05,0.003921307836202122,0.0001157463606448169,1.2275631427764893,0.01988746039569378,-5.006789797334932e-05,0.007466090377420187,0.007466090843081474,-1.162290482170647e-05,-1.3411044164968189e-05
78,0.65,5.414200287859695e-10,-0.0017846907684467756,2.484131673502794e-09,0.00019710454933303972,8.737770746249921e-10,0.00020897134721530917,-0.0013786118463467243,0.00011468135464309875,7.685426091996259e-05,0.006117910851659931,0.00011639132045967604,1.2280359268188477,0.01988683082163334,-4.649161928682588e-05,0.007465892471373081,0.007465892471373081,-1.162290482170647e-05,-1.072883515007561e-05
79,0.6583333333333333,5.411306196829797e-10,-0.0017877523111766228,2.398023199601066e-09,0.00019926321510955246,8.599240567264605e-10,0.00020897135438134297,-0.0013795148025319082,0.00011531765661149412,7.54987760867587e-05,0.0034642710909654384,0.00011702772033723454,1.228610634803772,0.019886210560798645,-4.649161928682588e-05,0.007465697359293699,0.007465696893632412,-1.162290482170647e-05,-1.162290482170647e-05
80,0.6666666666666666,5.411171900547563e-10,-0.0017907770347204079,2.367118284917073e-09,0.00020140678995132994,8.768532391197535e-10,0.0002089713616884533,-0.0013803959748451495,0.00011594585937856233,7.50004154975735e-05,0.0139886915512436,0.00011765621693904062,1.2286322116851807,0.019885597750544548,-4.649161928682588e-05,0.007465504575520754,0.007465504575520754,-1.072883515007561e-05,-1.162290482170647e-05
81,0.675,5.410924388591514e-10,-0.0017937740981932753,2.3005424541646066e-09,0.0002035334321451911,8.423661584006166e-10,0.00020897136870817127,-0.0013812664557050199,0.00011656588246770444,7.398904757959281e-05,0.019190125198409874,0.00011827639388730876,1.2266181707382202,0.0198849905282259,-4.649161928682588e-05,0.007465314585715532,0.007465314585715532,-1.072883515007561e-05,-1.162290482170647e-05
82,0.6833333333333333,5.412810428173732e-10,-0.0017967161612939112,2.235776697211335e-09,0.00020564311981779645,8.312914724421764e-10,0.0002089713756356002,-0.0013820988887827746,0.00011717770590529631,7.294584903272627e-05,0.0033050266662805116,0.00011888839350156298,1.227506160736084,0.019884394481778145,-4.649161928682588e-05,0.00746512645855546,0.00746512645855546,-1.072883515007561e-05,-1.162290482170647e-05
83,0.6916666666666667,4.61844313509454e-10,-0.0017996214052084856,2.185354468501857e-09,0.00020773685930673997,7.678994446091886e-10,0.00020897138203476224,-0.0013829105166682015,0.00011778172331930705,7.209265440999643e-05,0.013021446532438885,0.00011949261795122498,1.2277384996414185,0.019883805885910988,-4.291534060030244e-05,0.0074649411253631115,0.0074649411253631115,-1.072883515007561e-05,-1.162290482170647e-05
84,0.7,4.612291854890356e-10,-0.0018024994001844918,2.1487332959266828e-09,0.00020981260480606038,7.653423719448852e-10,0.00020897138841261535,-0.0013837127970033347,0.00011837757878261872,7.146726841278791e-05,0.011708477910628835,0.00012008862465602236,1.2281494140625,0.01988322287797928,-4.291534060030244e-05,0.007464754395186901,0.007464753929525614,-1.072883515007561e-05,-8.940695806813892e-06
85,0.7083333333333334,4.612055227062512e-10,-0.0018053310285676292,2.0943173643356416e-09,0.0002118704196508804,7.456154964620374e-10,0.00020897139462607782,-0.0013844866587677841,0.00011896548900310667,7.055876808244865e-05,0.004818690737235153,0.00012067651760165106,1.2296737432479858,0.019882649183273315,-4.291534060030244e-05,0.007464574184268713,0.007464574184268713,-9.834765478444751e-06,-1.072883515007561e-05
86,0.7166666666666667,4.610631038506582e-10,-0.0018081259291274495,2.035151917230534e-09,0.0002139119820685276,7.24961381634624e-10,0.00020897140066742268,-0.001385240050176478,0.00011954581972266146,6.955511060865237e-05,0.00734963108382278,0.00012125690613563951,1.2290844917297363,0.01988208293914795,-4.291534060030244e-05,0.0074643963016569614,0.007464395835995674,-1.072883515007561e-05,-1.072883515007561e-05
87,0.725,4.619309443083658e-10,-0.0018108840561825805,1.9584062137445895e-09,0.00021593702039341813,6.880611969922581e-10,0.00020897140640126598,-0.0013859732090507385,0.00012011859628421693,6.824453546241176e-05,0.004769997240733827,0.00012182983270937188,1.2287770509719849,0.01988152414560318,-4.291534060030244e-05,0.007464220281690359,0.007464220281690359,-1.072883515007561e-05,-1.072883515007561e-05
88,0.7333333333333333,3.8763056921975914e-10,-0.001813605386892336,1.939094046850231e-09,0.0002179459908037762,6.921360473390198e-10,0.00020897141216906636,-0.0013866856571948774,0.00012068405683643225,6.78981349364716e-05,0.008663148961527206,0.000122395520990348,1.2284736633300781,0.019880972802639008,-3.9339061913779005e-05,0.007464047055691481,0.007464047055691481,-1.072883515007561e-05,-9.834765478444751e-06
89,0.7416666666666667,4.6104619268098316e-10,-0.00181629001261946,1.8645945991046803e-09,0.00021993643358287105,6.631021990835986e-10,0.00020897141769491803,-0.0013873798357008792,0.000121241903216354,6.65739411390638e-05,0.005348990299013679,0.00012295339439492156,1.228036880493164,0.019880428910255432,-4.291534060030244e-05,0.007463875226676464,0.007463875692337751,-9.834765478444751e-06,-1.162290482170647e-05
90,0.75,3.878878329463835e-10,-0.0018189378191605233,1.802697163730015e-09,0.00022191013399751496,6.338995448014312e-10,0.00020897142297741423,-0.0013880540716005975,0.00012179248667073602,6.546919444710809e-05,0.008029198365620575,0.0001235040504598158,1.2289223670959473,0.019879892468452454,-3.9339061913779005e-05,0.007463706657290459,0.007463706657290459,-9.834765478444751e-06,-9.834765478444751e-06
91,0.7583333333333333,3.8764726778701107e-10,-0.0018215580113120399,1.7754208075194472e-09,0.00022386784546793824,6.242375665583243e-10,0.00020897142817939395,-0.0013887165745966323,0.00012233596417002073,6.497639834107955e-05,0.009732367874971656,0.0001240478203613269,1.2276731729507446,0.019879361614584923,-3.9339061913779005e-05,0.0074635399505496025,0.0074635399505496025,-9.834765478444751e-06,-1.072883515007561e-05
92,0.7666666666666666,3.884301557332173e-10,-0.0018241414756402395,1.707648097932341e-09,0.00022580699127478936,6.16681943764911e-10,0.00020897143331841014,-0.0013893609549687864,0.00012287213228932562,6.37409115811392e-05,0.0025784056716571186,0.00012458404383378647,1.2291693687438965,0.01987883821129799,-3.9339061913779005e-05,0.007463375106453896,0.007463375106453896,-9.834765478444751e-06,-9.834765478444751e-06
93,0.775,3.87426592785671e-10,-0.0018266973027382069,1.6779402556367515e-09,0.0002277296527828078,5.992077617986899e-10,0.00020897143831180814,-0.0013899941462767425,0.0001234013728819154,6.318100505217556e-05,0.008984102686256398,0.00012511340409383036,1.227251410484314,0.019878320395946503,-3.9339061913779005e-05,0.007463212590664625,0.007463212590664625,-9.834765478444751e-06,-9.834765478444751e-06
94,0.7833333333333333,3.873687150067559e-10,-0.001829207220057028,1.628778743635372e-09,0.00022963534667321634,5.731458070001959e-10,0.0002089714430880232,-0.0013905984141483298,0.00012392371919513927,6.22359266801942e-05,0.012980755963068339,0.0001256358625301435,1.228534460067749,0.019877811893820763,-3.9339061913779005e-05,0.007463052403181791,0.007463052403181791,-8.940695806813892e-06,-8.940695806813892e-06
95,0.7916666666666666,3.8739212970709955e-10,-0.0018316895458269887,1.5570329813701848e-09,0.0002315229848277572,5.850061880705525e-10,0.00020897144796307477,-0.001391193168611046,0.00012443906976916143,6.0824123276468656e-05,0.006399981164101538,0.0001261512075788555,1.227549433708191,0.01987730897963047,-3.9339061913779005e-05,0.007462894078344107,0.007462894078344107,-8.940695806813892e-06,-8.940695806813892e-06
96,0.8,3.8764942603559794e-10,-0.0018341350980922602,1.5423167950489077e-09,0.0002333948559005214,5.459440945324511e-10,0.0002089714525126089,-0.0013917668597129087,0.00012494783701860098,6.0554345794055346e-05,0.006950223300022686,0.0001266601568515093,1.228965401649475,0.019876813516020775,-3.9339061913779005e-05,0.007462738081812859,0.007462738081812859,-8.046627044677734e-06,-8.940695806813892e-06
97,0.8083333333333333,3.8735855022721064e-10,-0.0018365530588086718,1.514889833831604e-09,0.0002352497487437066,5.344336845404249e-10,0.00020897145696622293,-0.0013923299508503582,0.00012544997844306932,6.001940452622482e-05,0.0027996415330943623,0.0001271624556964975,1.228746771812439,0.019876323640346527,-3.9339061913779005e-05,0.00746258394792676,0.00746258394792676,-8.940695806813892e-06,-8.940695806813892e-06
98,0.8166666666666667,3.20168234659058e-10,-0.001838943427976223,1.4882052298802346e-09,0.00023708792450163435,5.289171337601531e-10,0.00020897146137386572,-0.0013928822337272587,0.00012594559637573398,5.9491823364306575e-05,0.002840847860290376,0.0001276582544382886,1.2278884649276733,0.019875839352607727,-3.576278322725557e-05,0.00746243167668581,0.00746243167668581,-8.046627044677734e-06,-8.940695806813892e-06
99,0.825,3.878582712672561e-10,-0.001841297023639085,1.4200091384891518e-09,0.00023890767886620816,5.173572807423858e-10,0.0002089714656851764,-0.0013934160712202905,0.00012643453083472384,5.809073829929445e-05,0.006600378789017817,0.00012814714885719302,1.228432297706604,0.019875362515449524,-3.9339061913779005e-05,0.007462281733751297,0.007462281733751297,-8.046627044677734e-06,-8.940695806813892e-06
100,0.8333333333333334,2.5937801169612673e-10,-0.0018436230277530871,1.385129429536089e-09,0.00024071195514009777,4.88474479747915e-10,0.00020897146975579705,-0.001393937958349751,0.00012691723199953955,5.739313529822896e-05,0.009786286039554412,0.00012863005214916627,1.2278647422790527,0.01987489126622677,-3.218650817871094e-05,0.007462133653461933,0.007462133653461933,-8.046627044677734e-06,-8.046627044677734e-06
101,0.8416666666666667,3.2010020791498173e-10,-0.001845921440318229,1.3352510762062817e-09,0.00024249965475917393,5.0067919989004e-10,0.0002089714739281237,-0.0013944486562796473,0.00012739363787582915,5.6364316537327495e-05,0.013797407270688403,0.00012910671974002686,1.2264243364334106,0.01987442560493946,-3.576278322725557e-05,0.0074619874358177185,0.0074619874358177185,-8.046627044677734e-06,-8.046627044677734e-06
102,0.85,3.877366936683553e-10,-0.00184818314790074,1.3255487441534362e-09,0.00024426788738722284,4.687843123757835e-10,0.00020897147783465963,-0.0013949420693934198,0.00012786349521554964,5.6149920767503896e-05,0.005255852095696785,0.00012957640008589785,1.229121446609497,0.01987396739423275,-3.9339061913779005e-05,0.007461843080818653,0.007461842615157366,-8.046627044677734e-06,-8.046627044677734e-06
103,0.8583333333333333,2.5999562739583355e-10,-0.0018504172182530188,1.2805967798997174e-09,0.0002460204869228841,4.6112847048351214e-10,0.00020897148167739688,-0.0013954237090603304,0.0001283272691402331,5.519820998963992e-05,0.004293890661476971,0.00013004027323193441,1.2269480228424072,0.019873514771461487,-3.218650817871094e-05,0.007461700588464737,0.007461700588464737,-8.046627044677734e-06,-8.046627044677734e-06
104,0.8666666666666667,2.5981024374409975e-10,-0.0018526145607819801,1.2504279815314843e-09,0.00024775526138437134,4.5039862767342943e-10,0.00020897148543071878,-0.0013958863037286649,0.00012878473349733774,5.452435485452834e-05,0.007147872603977787,0.0001304977632754449,1.2279778718948364,0.01987306959927082,-3.218650817871094e-05,0.00746155995875597,0.007461560424417257,-7.152556918299524e-06,-7.152556918299524e-06
105,0.875,3.2003458072945254e-10,-0.0018547934480365388,1.1936018423514733e-09,0.0002494752409890868,4.2773989860314013e-10,0.00020897148899521792,-0.0013963452044158111,0.00012923655655323738,5.3278300894005445e-05,0.0018943793424504168,0.00013094976351266222,1.2260013818740845,0.019872628152370453,-3.576278322725557e-05,0.00746142165735364,0.00746142165735364,-7.152556918299524e-06,-7.152556918299524e-06
106,0.8833333333333333,3.203963277968762e-10,-0.0018569447665829236,1.185593976868213e-09,0.000251176451282434,4.5129658621384544e-10,0.0002089714927560228,-0.001396795316554162,0.0001296821129361177,5.307572386468733e-05,0.0033405707369916922,0.0001313952790118365,1.2291004657745361,0.019872192293405533,-3.576278322725557e-05,0.007461284752935171,0.007461284752935171,-7.152556918299524e-06,-8.046627044677734e-06
107,0.8916666666666666,2.59442633151236e-10,-0.0018590593573059907,1.1642923994395629e-09,0.0002528638372913135,4.388796675422426e-10,0.00020897149641335336,-0.001397222599866291,0.00013012228378400594,5.259975744193957e-05,0.00758970975468751,0.00013183567044441061,1.228224515914917,0.01987176388502121,-3.218650817871094e-05,0.007461149711161852,0.007461149711161852,-7.152556918299524e-06,-7.152556918299524e-06
108,0.9,2.600579758779996e-10,-0.0018611555155953413,1.1337222795003113e-09,0.00025453513507969023,4.105322873616534e-10,0.00020897149983445577,-0.00139764748690094,0.00013055677906200587,5.190798074018041e-05,0.013154465517425731,0.00013227041170629425,1.2297091484069824,0.019871339201927185,-3.218650817871094e-05,0.007461016532033682,0.0074610160663723946,-7.152556918299524e-06,-7.152556918299524e-06
109,0.9083333333333333,2.597249220956777e-10,-0.0018632149232206889,1.1024813699005377e-09,0.00025618686901415853,3.9023372912559707e-10,0.00020897150308640353,-0.001398055188913835,0.00013098508640400813,5.1207498578456454e-05,0.013369814750629316,0.00013269862659094959,1.2291498184204102,0.019870921969413757,-3.218650817871094e-05,0.007460884749889374,0.007460885215550661,-6.258487246668665e-06,-7.152556918299524e-06
110,0.9166666666666666,2.59613653858183e-10,-0.001865255898412319,1.0556239364980232e-09,0.0002578243117678128,3.85349844799618e-10,0.00020897150629765223,-0.0013984587651092635,0.00013140810721047939,5.0117807337901645e-05,0.006184324719638922,0.00013312175624750433,1.2288392782211304,0.019870508462190628,-3.218650817871094e-05,0.007460755296051502,0.007460755296051502,-7.152556918299524e-06,-7.152556918299524e-06
111,0.9249999999999999,2.5989597263464526e-10,-0.0018672693277364618,1.0314663058743908e-09,0.0002594460099494204,3.8113609322614356e-10,0.00020897150947378634,-0.0013988505169509767,0.00013182565831985674,4.950847119797782e-05,0.009466228420159038,0.00013353950858323475,1.229183316230774,0.019870100542902946,-3.218650817871094e-05,0.007460626773536205,0.007460627239197493,-6.258487246668665e-06,-7.152556918299524e-06
112,0.9333333333333333,2.5944999945453324e-10,-0.0018692551655117445,1.0040296080928423e-09,0.00026105111129851944,4.371113578237905e-10,0.00020897151311638097,-0.0013992312776172364,0.00013223770709206158,4.8903355630105906e-05,0.008515906043156257,0.00013395166497630874,1.2273162603378296,0.019869698211550713,-3.218650817871094e-05,0.007460500579327345,0.007460500579327345,-6.258487246668665e-06,-7.152556918299524e-06
113,0.9416666666666667,2.0521908465182024e-10,-0.0018712134574195391,1.0049984488463898e-09,0.00026264010469836805,3.667291230583753e-10,0.000208971516172457,-0.0013996006263311807,0.0001326443419002496,4.8901542447240106e-05,0.015528378153629107,0.00013435844045093823,1.2277528047561646,0.019869301468133926,-2.8610227673198096e-05,0.007460375316441059,0.007460375782102346,-6.258487246668665e-06,-7.152556918299524e-06
114,0.95,2.0519354733541763e-10,-0.001873144157778474,9.722080091430631e-10,0.0002642110229789801,3.7276447175369985e-10,0.0002089715192788276,-0.0013999604381191098,0.00013304531926763288,4.8057116479326283e-05,0.014016772604614753,0.00013475933757514362,1.2293968200683594,0.019868910312652588,-2.8610227673198096e-05,0.00746025238186121,0.00746025238186121,-6.258487246668665e-06,-6.258487246668665e-06
115,0.9583333333333334,2.048910301092667e-10,-0.0018750470610223733,9.377136820545815e-10,0.00026576799180150207,3.5771989763084337e-10,0.00020897152225982676,-0.001400306404356332,0.00013344132299476273,4.719853956560397e-05,0.005801434644943007,0.00013515551040443877,1.2276800870895386,0.019868524745106697,-2.8610227673198096e-05,0.007460133172571659,0.007460133172571659,-7.152556918299524e-06,-6.258487246668665e-06
116,0.9666666666666667,2.0594342463783424e-10,-0.0018769317373987307,9.015105798465068e-10,0.0002673073450456151,3.3661188828337723e-10,0.00020897152506492583,-0.001400651759834185,0.00013383194891857468,4.627945604297475e-05,0.01570704015019676,0.000135545992702078,1.2278649806976318,0.019868142902851105,-2.8610227673198096e-05,0.007460013497620821,0.007460013497620821,-7.152556918299524e-06,-7.152556918299524e-06
117,0.975,2.5931540998550037e-10,-0.0018787888679076008,8.801954278458011e-10,0.00026883404166206455,3.729413484333805e-10,0.0002089715281727704,-0.001400982158561928,0.00013421780730508355,4.5784462650201414e-05,0.01855823425183374,0.00013593224477563258,1.2277817726135254,0.01986776664853096,-3.218650817871094e-05,0.007459895219653845,0.007459895219653845,-7.152556918299524e-06,-7.152556918299524e-06
118,0.9833333333333333,2.0529881984509647e-10,-0.0018806275888234398,8.711756935885272e-10,0.0002703454283542714,3.5928215564235296e-10,0.00020897153116678836,-0.0014013095528278665,0.0001345988045210664,4.554879054217509e-05,0.0075596447249012795,0.0001363134827387701,1.2281510829925537,0.019867394119501114,-2.8610227673198096e-05,0.007459778338670731,0.007459778338670731,-7.152556918299524e-06,-7.152556918299524e-06
119,0.9916666666666667,1.5694949014231587e-10,-0.001882429581915962,8.552995438232014e-10,0.00027183807114590036,3.061679739589205e-10,0.00020897153371818815,-0.0014016189648028395,0.00013497435793898073,4.510098401719268e-05,0.015980511719421456,0.00013668891158106504,1.2273128032684326,0.019867029041051865,-2.503394898667466e-05,0.007459663320332766,0.007459663320332766,-7.152556918299524e-06,-7.152556918299524e-06
120,1.0,2.0532833614070515e-10,-0.0018842132110968254,8.098165748839381e-10,0.00027331451819471097,2.932006259597293e-10,0.0002089715361615267,-0.0014019261415956765,0.00013534480882879284,4.387187583704831e-05,0.00949777037772351,0.00013705923607171725,1.227868676185608,0.019866667687892914,-2.8610227673198096e-05,0.007459549233317375,0.007459549233317375,-7.152556918299524e-06,-7.152556918299524e-06
121,1.0083333333333333,1.5702662358816742e-10,-0.0018859783850032857,7.836021947928134e-10,0.0002747794400548219,2.9300611803339473e-10,0.00020897153860324435,-0.001402226465716401,0.00013571100764611766,4.315729829361042e-05,0.006326084229734248,0.00013742570342832434,1.228174090385437,0.01986631006002426,-2.503394898667466e-05,0.007459437008947134,0.007459437008947134,-7.152556918299524e-06,-7.152556918299524e-06
122,1.0166666666666666,1.5698584038720694e-10,-0.0018877251721574017,7.912009195169539e-10,0.00027622913963199164,2.8777764706790207e-10,0.0002089715410013914,-0.001402523543337259,0.00013607247679794647,4.336247445099323e-05,0.008732054142937403,0.0001377874077254774,1.2275891304016113,0.019865956157445908,-2.503394898667466e-05,0.007459326181560755,0.0074593257158994675,-6.258487246668665e-06,-6.258487246668665e-06
123,1.025,2.0540432934975336e-10,-0.001889444344921971,7.53027693042947e-10,0.0002776621008949301,2.727476394672066e-10,0.0002089715432742884,-0.0014028097423207301,0.0001364290155973464,4.232589861411899e-05,0.010932894724168325,0.00013814396110420468,1.2274093627929688,0.019865607842803,-2.8610227673198096e-05,0.0074592167511582375,0.007459217216819525,-7.152556918299524e-06,-7.152556918299524e-06
124,1.0333333333333332,2.0485008838246044e-10,-0.0018911360175004252,7.395940633208894e-10,0.00027908145252421843,2.6620870024845244e-10,0.00020897154549269422,-0.001403082075039361,0.00013678111378910142,4.194892463780275e-05,0.0009943189422511073,0.0001384962322252601,1.228622555732727,0.019865265116095543,-2.8610227673198096e-05,0.007459108717739582,0.007459109183400869,-6.258487246668665e-06,-6.258487246668665e-06
125,1.0416666666666667,1.5726102451851864e-10,-0.0018928001670520775,7.309826963028585e-10,0.00028048591670431686,2.9235663257068636e-10,0.0002089715479289995,-0.0014033418141750403,0.00013712865031153344,4.167230847257704e-05,0.004092744057129032,0.00013884391246678912,1.2306188344955444,0.019864927977323532,-2.503394898667466e-05,0.007459002081304789,0.007459002081304789,-7.152556918299524e-06,-7.152556918299524e-06
126,1.05,2.050869873794184e-10,-0.0018944550204444699,7.003940968750494e-10,0.0002818745932626769,2.6651199181564404e-10,0.00020897155014993276,-0.0014036079715507759,0.00013747152470980345,4.079434705886772e-05,0.011679178479684199,0.0001391868074498226,1.2279094457626343,0.01986459270119667,-2.8610227673198096e-05,0.007458896841853857,0.007458896841853857,-6.258487246668665e-06,-6.258487246668665e-06
127,1.0583333333333333,1.578620553436575e-10,-0.0018960917840134374,6.907271283349956e-10,0.0002832487224110277,2.4780603077167756e-10,0.000208971552214983,-0.0014038706607982432,0.00013780993695749084,4.0528713169374395e-05,0.013913208841237139,0.00013952527552698655,1.2284624576568604,0.019864261150360107,-2.503394898667466e-05,0.007458789739757776,0.007458789739757776,-6.258487246668665e-06,-6.258487246668665e-06
128,1.0666666666666667,1.5737594676677748e-10,-0.0018977007047859974,6.618604215882527e-10,0.0002846073875177303,2.4912039968298483e-10,0.00020897155429098634,-0.0014041209437409127,0.00013814377977287243,3.968993084725687e-05,0.006677725370723051,0.0001398591122110709,1.2270091772079468,0.019863935187458992,-2.503394898667466e-05,0.007458686828613281,0.0074586872942745686,-6.258487246668665e-06,-5.364417575037805e-06
129,1.075,1.5780894389119306e-10,-0.0018992820568503833,6.649006727326561e-10,0.0002859514250441904,2.479053438460014e-10,0.0002089715563568642,-0.001404358252739712,0.00013847319729235293,3.9772771590612907e-05,0.005338783194334108,0.00014018857282614502,1.2297015190124512,0.019863614812493324,-2.503394898667466e-05,0.0074585857801139355,0.007458586245775223,-5.364417575037805e-06,-6.258487246668665e-06
130,1.0833333333333333,1.5767762302572425e-10,-0.0019008541355961955,6.439903362139354e-10,0.00028728272441330374,2.3181745704234672e-10,0.00020897155828867635,-0.001404599051226256,0.00013879859366084982,3.912965336215289e-05,0.01038552660243053,0.0001405141492092124,1.2287825345993042,0.019863296300172806,-2.503394898667466e-05,0.007458486128598452,0.007458486594259739,-6.258487246668665e-06,-6.258487246668665e-06
131,1.0916666666666666,2.0589242387241218e-10,-0.0019023896007221213,6.218066784198308e-10,0.00028859760590774664,2.3493156749433044e-10,0.0002089715602464394,-0.001404819606868833,0.00013911949281198165,3.8436472319242354e-05,0.007729157579543794,0.00014083492247828462,1.2284793853759766,0.019862985238432884,-2.8610227673198096e-05,0.007458386942744255,0.00745838787406683,-5.364417575037805e-06,-6.258487246668665e-06
132,1.1,1.1663335991850892e-10,-0.0019039248831225581,6.159896633313278e-10,0.00028990106637425973,2.384530173684552e-10,0.00020897156223354787,-0.0014050515218917274,0.000139436568609051,3.825728713499572e-05,0.005786291063868758,0.0001411522312808548,1.2285867929458618,0.019862674176692963,-2.145767030015122e-05,0.007458290085196495,0.007458290550857782,-6.258487246668665e-06,-5.364417575037805e-06
133,1.1083333333333334,1.5824157119130813e-10,-0.0019054326881775656,5.843123678305564e-10,0.00029118898274980553,2.0830415654857413e-10,0.00020897156396941583,-0.0014052713989044052,0.00013974928578731145,3.7282439769885235e-05,0.0017527588209924618,0.00014146503841396593,1.2275981903076172,0.01986236870288849,-2.503394898667466e-05,0.007458193693310022,0.00745819415897131,-5.364417575037805e-06,-6.258487246668665e-06
134,1.1166666666666667,1.5821620612852168e-10,-0.0019069129245243989,5.668029456575747e-10,0.0002924611604863963,2.091442009843862e-10,0.0002089715657122842,-0.0014054794733065665,0.00014005767114447546,3.671065846065085e-05,0.006138383842361842,0.00014177330593119106,1.229002833366394,0.019862068817019463,-2.503394898667466e-05,0.007458099164068699,0.007458099164068699,-6.258487246668665e-06,-5.364417575037805e-06
135,1.125,1.1646715497773424e-10,-0.0019083839332340305,5.558823299011418e-10,0.00029372121143003227,1.974771441336597e-10,0.00020897156735792707,-0.0014056904820965862,0.00014036219788799803,3.6350770258002376e-05,0.005865937059948511,0.0001420780042537226,1.228310465812683,0.019861770793795586,-2.145767030015122e-05,0.007458005100488663,0.00745800556614995,-5.364417575037805e-06,-5.364417575037805e-06
136,1.1333333333333333,1.181825573679352e-10,-0.001909827396076175,5.451234267461838e-10,0.0002949638675208384,1.9896466867173128e-10,0.00020897156901596598,-0.0014058912962333866,0.0001406622314432318,3.5994705588440846e-05,0.008793437824798153,0.00014237779245831502,1.2282029390335083,0.019861478358507156,-2.145767030015122e-05,0.0074579124338924885,0.007457913365215063,-5.364417575037805e-06,-5.364417575037805e-06
