solver,scene,relax,iters,substeps,ratio_off,e_modal_peak,e_imp_peak,u_max,peak_net_J,u_final,eq2_violates,margin_J,margin_allow_J,eq2_violates_allow,max_deposit,excess_max,gross_supply,return_channel,return_frac,cum_modal_gain,cum_rigid_loss,max_net_excess,ledger_holds,ledger_passive,n_clamped,n_steps,n_commits,finite,wall_s
xpbd,dinner,1.0,8,2,0.18624512463342682,4.493322728435321,24.125854232583066,0.15130512420720577,4.493322728435321,0.03955174861875426,False,-0.009957763125000003,-20.785686472190914,False,20.775728709065913,-0.009957763125000003,29.697095534463934,4.740163286367985,0.1596170669575061,7.6362729193019705,29.697095534463934,-0.009957763125000003,True,True,0,216,216,True,3.787912999978289
xpbd,dinner,1.0,16,4,0.2120960236861659,5.116997750762923,24.125854232583066,0.1717913047626755,5.117046322984509,0.04036614069528739,False,-0.0024894407812499995,-23.22833613353755,False,23.2258466927563,-0.0024894407812499995,29.786410494137368,4.851957702729001,0.16289165502785152,8.407068261068037,29.786410494137368,-0.0024894407812499995,True,True,0,432,432,True,12.858761833049357
xpbd,dinner,1.0,32,8,0.22550587267467298,5.440521812740597,24.125854232583066,0.1824371828027026,5.446231071022647,0.04129079046396945,False,-0.0006223601953124998,-14.450575988653895,False,14.449953628458584,-0.0006223601953124998,29.85263742486363,4.935482286202955,0.16532818243028324,8.930397361313267,29.85263742486363,-0.0006223601953124998,True,True,0,864,864,True,47.16638695797883
avbd,shelf,0.7,4,1,0.5022392611128728,11.271225795569263,22.441944842373005,0.4653964761238843,11.271225795569263,0.18398305799975584,False,-0.0020534795039182587,-13.35506279854974,False,13.353009319045823,-0.0020534795039182587,24.218545635418533,28.618547391391,1.1816790249178986,15.72816415627592,24.218545635418533,-0.0020534795039182587,True,True,0,108,108,True,0.19061945797875524
avbd,shelf,0.7,8,2,0.27124711524052814,7.728478501950896,28.492389661352433,0.26001335133250275,7.728478501950896,0.0012195216423480171,True,0.011073574785717999,-14.609423244024693,False,14.62049681881041,0.011073574785717999,29.72339098105692,31.112438627124067,1.0467324756772336,8.631604372427244,29.72339098105692,0.011073574785717999,True,True,0,216,216,True,0.3715966249583289
avbd,shelf,0.7,16,4,0.6173990035150052,17.765054655465395,28.774025475137705,0.4609079358625647,17.806997660547893,0.0018274622009928747,True,0.026369217741391844,-13.28120300758291,False,13.307572225324302,0.026369217741391844,38.634608508580015,39.81471458298998,1.0305453095026933,20.080947654140903,38.634608508580015,0.026369217741391844,True,True,0,432,432,True,1.340459458064288
avbd,shelf,0.7,32,8,0.7242611547588103,20.847947432691296,28.785124392918704,0.4384598601935558,21.04534979326266,0.003033377300860478,True,0.1316933626141068,-8.98203251961566,False,9.113725882229765,0.1316933626141068,47.99834991502369,49.82439130936984,1.038043836873121,28.038773754361934,47.99834991502369,0.1316933626141068,True,True,0,864,864,True,4.868492708890699
avbd,shelf,1.0,4,1,0.8587018889879681,19.270940428709487,22.441944842373005,0.6778776931965534,19.270940428709487,0.021827442908281442,True,0.0013698929615668124,-11.828971996353324,False,11.83034188931489,0.0013698929615668124,28.428344260506297,32.09981306924306,1.1291481760278703,19.270940428709487,28.428344260506297,0.0013698929615668124,True,True,0,108,108,True,0.10689541697502136
avbd,shelf,1.0,8,2,0.3965717994508056,11.299278238656065,28.492389661352433,0.33607539566701466,11.299278238656065,0.01811059139560371,True,0.017746531721734734,-14.143204075671534,False,14.160950607393268,0.017746531721734734,33.6212599444544,36.342452121277795,1.0809366508369724,17.80383528152939,33.6212599444544,0.017746531721734734,True,True,0,216,216,True,0.36127150000538677
avbd,shelf,1.0,16,4,0.6610646352229972,19.021490654619136,28.774025475137705,0.43987467478123704,19.068639503257366,0.0047811692000957326,True,0.026614410002185774,-13.040135619116619,False,13.066750029118804,0.026614410002185774,43.35016448205566,44.706648511232146,1.03129132369816,23.38069454282358,43.35016448205566,0.026614410002185774,True,True,0,432,432,True,1.3035460419487208
